"u_hor","v_hor","w_hor","T_air","T_air_0","T_v_0","FD_mole_H2O","FD_mole_CH4","T_surface","R_SW_down","u_star2_x","u_star2_y","F_H_en","F_LE_en","F_CH4_mass","u_star"
28.7321216256156,30.7609728968202,15.5320996729383,30.1412445861156,30.1412445861156,30.3315800799415,33.9733385692598,17.0088416993645,29.6771411032055,16.3814235254111,82.4630774516159,162.481619458898,222.842188236916,73.574531761305,64.9814121949485,86.1850676413514
26.1087842396191,21.2425926419015,13.9941345216199,23.8176064003964,23.8176064003964,24.7182039619163,34.7929970150779,16.736768750738,32.0619616953375,16.5822918774489,68.5369595443866,71.415330381094,93.6436635089084,106.753762658173,58.8982488566184,70.3605849003182
24.6310886968538,17.7434712074944,15.5891366389652,23.0639486639474,23.0639486639474,24.1967486900427,32.9324188540574,15.3918373109674,30.2808153415633,17.9935993137884,120.998694779876,389.72718185463,10985.989551829,87.9448451144385,94.8387891555357,107.556724901586
21.1979505159268,17.7010729240405,15.1367139840282,22.2250378919084,22.2250378919084,22.8332539346774,30.8563128250322,14.1216246256313,28.2033609622006,19.1945503237064,101.521580220352,89.7373861913442,264.123770019072,106.774627604249,233.854747024496,82.6071448530887
22.1056365174136,18.7342269151232,14.5206700698631,23.9154860888157,23.9154860888157,23.5049965647946,25.6054931608741,15.2474667113086,18.3424870551628,22.2374414771587,122.831459315374,71.2952864653895,1283.34718153008,59.834983962509,121.673763403569,78.8384996779959
13.914840494284,18.0756942428922,14.3413361083543,20.0455029494885,20.0455029494885,20.1005914466382,28.8341881575432,14.5587336738269,24.9971461963693,15.8346003839244,1873.1168788247,4387.7327719971,64.0561654449645,64.0339071872025,134.097335910519,455.975062533431
14.9406647147945,17.3298153466739,14.9487992285952,20.1139684489689,20.1139684489689,20.3914069303406,23.7077708482121,15.1237426962714,26.7813072289698,17.1952146704295,187.9884108578,297.274463500831,66.8740134892231,103.22776458273,148.677281051171,137.017652945529
13.9730012858155,20.9055198568886,14.1954213967347,23.6766637192484,23.6766637192484,24.2243810466941,29.3223226467948,16.4115875537651,27.4536284384496,14.4344637194005,82.936657251825,1296.84547320598,73.8560787779208,56.2346393157034,227.054919467533,91.3685290020572
13.6929082354251,17.6336315987372,15.0599097029447,21.8827937480262,21.8827937480262,22.1477759983552,23.2763697816422,16.1079347126072,26.7914189734254,15.1364680142943,128.347695170007,350.409324180295,151.840723522244,66.2254483513164,135.347561877049,112.992626203731
18.1207061288414,16.0687024504862,13.7174226417031,23.3630534410874,23.3630534410874,23.769710098925,28.1812578184427,16.1398668407611,28.4445401964552,15.2105628002274,71.382757253986,347.498713767328,99.4378626430044,49.5128132554648,147.666876605988,84.3589009193363
19.239247326275,23.7846798194882,14.3125634476051,26.961105907622,26.961105907622,27.8061175757982,30.5601871353451,15.3747594155835,29.4705714686442,17.0696830993963,51.8627962860299,875.765635808834,78.2609325271833,57.9024090961533,370.743955839011,72.0295471502582
18.5478447775191,21.6836377705089,14.4785230550032,29.3288073076447,29.3288073076447,30.1416832614981,32.2342417009069,15.1264220306134,29.2099096144728,17.8805127641457,65.2997980992697,334.444105093921,62.2270865149425,70.5780303342216,860.313320365353,80.8882563483513
20.8874956449762,21.6998665625633,15.1764842605768,30.1473014748592,30.1473014748592,30.7556000320215,32.3293640295963,14.5880404498125,29.0842109133498,18.6383860720521,72.1317562933814,572.809985884201,72.9140352321356,84.4775619844085,4270.12853412082,85.2127012103105
18.2045504096526,23.0908487714952,13.2362360645823,31.7380673600298,31.7380673600298,31.8002577273254,31.2198258456822,14.1606558962614,28.8356601194707,15.8221868481652,318.754664988167,220.145249152211,85.5888538424072,51.8837105118951,118.539622473419,137.087797407366
18.811053431875,23.6273510543207,13.5614574190083,30.8877052496717,30.8877052496717,30.8329866947895,30.0693148276493,14.2179931184194,29.1117636792674,17.2199783000215,395.370138268637,822.763209154399,92.0338747060043,49.4493778201626,203.357686393147,194.001007013739
17.0292185641676,24.583579516931,14.7001209287049,26.1285788464737,26.1285788464737,26.6834464605754,28.8681830369879,12.527063289909,27.2508266370969,14.0495154202969,175.23854929301,80.4160197136953,66.4700622983782,46.4139267127823,527.712670045155,86.2509651781656
16.8620623252513,24.1195228192302,14.6110868881911,21.7119159781649,21.7119159781649,22.8138676323275,25.6270166809923,11.5199157908906,26.3379628024526,14.2217617347,217.038005151742,56.4437037713065,53.4784609476668,41.9587371277672,867.336038451458,74.1805127983996
15.7815266123896,19.7503735942357,14.9084311710422,26.4889718456865,26.4889718456865,26.6334343621542,24.3180435058228,11.517592593153,22.6826615483317,14.3873739750188,255.450009479302,55.2181476698701,52.834434250423,51.2750955598879,7124.6217359763,73.5139255601358
14.5265512855052,19.2374783471683,13.7871513939587,23.4180506267472,23.4180506267472,23.6294596252491,20.8317316646301,11.5010781801173,27.3020384227259,13.7886269822324,100.220730295753,74.7834458512628,63.4725296325144,67.4001376900292,14164.1635257895,79.5646917725851
15.0508388334127,17.7033703916007,13.8707148288914,16.9940739411633,16.9940739411633,17.4780073859472,26.9387464318628,11.6550186254698,27.4095147122811,13.8762999256211,131.925144308293,65.3949556537262,51.5037353069688,96.8805181121304,215.169919936022,78.6197686634714
15.5555187490277,19.2733083151628,13.88151302996,19.2172802893073,19.2172802893073,20.3320198870488,28.0940729387554,12.0074825560637,25.771028092155,13.9781089789384,646.056707073875,47.44039976668,45.576901411313,78.0034096488375,185.45049525815,68.8260156015362
19.0289347956219,15.7685464773407,13.6118728169755,20.1870447619436,20.1870447619436,21.1836098169216,28.237441660903,11.8480240660015,28.6861045788043,13.9122051999901,178.480052122307,60.77162384751,48.8562395954289,146.669583056083,824.430223520147,75.9115612263638
17.225483487089,16.2944219201137,13.3109428475639,20.2361864403798,20.2361864403798,20.8289528971228,26.17491947569,12.6486839253105,29.8180842063559,16.0580076203415,352.64002399489,90.9716141188358,48.2216460418713,92.5164573912982,195.066844966731,94.1698591503661
16.7659206245265,16.5228375527952,13.4434156927431,22.9619677925812,22.9619677925812,23.3065250562958,23.0436719988494,12.4225249360775,30.7013629410794,19.0157189791131,2676.36049624363,1229.45734421466,53.986040727286,68.364918792532,720.112589806048,338.036035850892
