"u_star2_x","u_star2_y","u_star","F_H_en","F_LE_en","F_CH4_mass"
-86.658384053254,-132.546843710019,-31.6114697371039,-99.8675311479672,-62.3577435485932,-11.6584299073784
-78.7495139024588,-89.6474576079343,-41.7795964016862,-76.6691587528994,-69.2255993765893,-50.1928970561268
-79.7420777696518,-104.888159715177,-50.211870936444,-110.182619072341,-73.2468076351067,-47.5525394333457
-85.9053683249055,-84.0117543847017,-39.6308534659557,-96.8742404567967,-68.9254337810003,-92.6099375389209
-92.8299414963021,-68.5731603114729,-19.6031165098569,-193.771665444948,-71.2647100808368,-103.130951875995
63.8870327556282,913.324734208765,575.418149017485,-49.1283420001608,-50.5009837414137,1.23128475830045
46.9107166607758,-259.037154090056,170.293074199009,-27.2651432558021,52.4984145150006,-36.9413475061032
-13.7852319104679,23.0162933654877,72.400044082724,-34.9289814835188,-36.0196915213118,-25.3068247322861
-32.2111242228782,-102.388781750222,26.5732645200685,-48.9049619005834,-29.1096503407671,-9.29734450686057
-28.61289754955,-363.508506376485,43.0436063451072,34.5240468519752,-56.9624579206253,-63.5852483800516
8.09179344266227,-136.294154867516,41.7718099181665,16.4419786995214,-41.5291800526684,-91.8510224584092
138.534848240432,-131.548086071703,-14.3682241407108,-35.9472323707529,-77.3625894905677,-78.1263461656248
505138.756226909,-88.4302892805354,6.63504417342474,-45.9613687075435,-60.4058051521144,-73.5875505978743
-188.535656332175,-98.9845044104049,-9.00255083642497,-7.13888218311955,-80.6306301550049,-74.3735688674066
-100.336135485307,-57.3300495864705,42.6314554722808,-35.2854617381356,-52.8617932915971,-58.8231942272327
-128.366168065238,-59.924562723078,23.7558577285825,-56.65938322849,-62.8339892709132,26.364300540067
-146.182735664603,-35.1899077736295,3.48933315699219,-31.0975967969083,-71.7698164741855,-198.466728657719
-102.813645283787,-56.0175710268805,-10.6558594164736,-66.8946783954276,-65.2265740999907,236.930728423144
-245.333523364114,-69.2421891719745,-25.605336609943,-48.6702461423042,-81.598179232386,-234.108303950553
-249.971858789296,-18.7076402612121,0.519666638986501,-52.0013306469219,-65.0868232967392,131.435696374873
-186.299313725273,-16.7061841781955,3.45409018502261,-51.7909701062725,-74.1356485777633,-351.558307497479
