"t_utc","t_doy_utc","t_doy_local","d_x_utm","d_y_utm","d_z_m","d_xy_travel","d_xy_flow","PSI_aircraft","uvw_aircraft","u_met","v_met","uv_met","w_met","p_air","T_air","FD_mole_H2O","FD_mole_CH4","d_z_terrain","d_z_ABL","T_surface","R_SW_down","p_H2O","rho_H2O","rho_air","rho_dry","T_v","Lv","cph","cvh","Rh","Kah","T_air_0","T_v_0","PSI_uv","u_hor","v_hor","w_hor","u_star2_x","u_star2_y","u_star","F_H_kin","F_H_en","F_H_kin_v_0","F_LE_kin","F_LE_en","F_CH4_kin","F_CH4_mass","I","d_L_v_0","sigma","w_star","t_star","T_star_SL","T_star_ML","FD_mole_H2O_star_SL","FD_mole_H2O_star_ML","d_z_0","DEM","DEM_aspect","DEM_aspe_X","DEM_aspe_Y","DEM_slope","DEM_TWI","soil_organic_carbon_Bolin","trees_MODIS","ALB_black_short_NRC","EVI_MODIS","LST_MODIS","NDVI_MODIS","F_H_en_WRF","F_LE_en_WRF","d_z_ABL_WRF","FD_mole_H2O_WRF","R_SW_down_WRF","T_air_0_WRF","u_met_WRF","PSI_uv_WRF","uv_met_WRF","v_met_WRF","T_air_WRF","PSI_uv_X_WRF","PSI_uv_Y_WRF","file_WRF"
22.1415347222222,182.922563946759,182.589230613426,564457.419103118,7814347.15787901,24.8297724137931,497.459166265971,498.48878,27.9665655193467,69.2831172413793,1.74748275862069,-1.19739310344828,2.18405666226933,0.0210206896551724,99998.9372413793,282.385920406637,0.0101408249320678,1.96926174297374e-06,20.7157448275862,827,288.386965517241,153.011724137931,1003.89143155741,0.427576602451751,42.5914877901923,42.1639111877405,283.460661083673,2479032.25016289,1013.08642777765,724.290402833669,288.796024943979,0.285065535585387,282.385920406637,283.461521156967,304.419341882147,2.11835932642743,-2.58891748511467e-15,0.0210206896551724,0.0222484415412566,0.0132691852340896,0.160950027237571,-0.000642925280401357,-0.798229714697533,-0.000308972898741286,0.000134558181952032,6.01097037873777,1.37205299280125e-08,0.792278280163155,0.136473211529208,974.805320365966,0.0254715191793079,NA,NA,0.00399456459521043,NA,-1.98279662387945e-05,NA,0.149603610524386,15,NA,NA,NA,0,13.8,257,0,0.1505,0.2105,289.08,0.4947,274.2,52.8,827,0.00877,704.3,288.3,0.7,340.5,2.09,-1.97,289.2,-0.9426,0.3338,"akima_wrfout_d02_2012-06-30_22_00_00"
22.1420763888889,182.922586516204,182.58925318287,564518.381977917,7814467.16550699,24.6376849315069,501.063174139981,501.040234931507,27.6122602864659,69.2247876712329,1.74273287671233,-1.22002739726027,2.19921182919279,-0.0210342465753425,99996.5267123288,282.390280675587,0.0101240333375017,1.96978441863244e-06,21.0931369863014,826,288.499109589041,151.047945205479,1002.22199020419,0.426869108641426,42.5908301989202,42.1639610902788,283.461319562436,2479026.54095428,1013.07258137356,724.279435117662,288.793146255899,0.285066590282398,282.390280675587,283.464127996502,304.994544003368,2.12734217502491,-1.37319087768086e-15,-0.0210342465753425,0.0265104819056599,0.0266921513399859,0.193959176292485,-0.00163327050753486,-2.02770919803609,-0.00138662969694117,0.00010113051789045,4.51769106705768,1.5304666240505e-08,0.883752647391723,0.140952714999625,380.136528902045,0.064812726634476,NA,NA,0.00842069212065499,NA,-1.23660358260354e-05,NA,0.452013970443023,15,NA,NA,NA,0,13.8,257,0,0.1648,0.2242,289.22,0.5057,274.4,52.7,826,0.00876,704.3,288.2,0.69,340.8,2.09,-1.97,289.1,-0.9444,0.3289,"akima_wrfout_d02_2012-06-30_22_00_00"
22.1424513888889,182.922602141204,182.58926880787,564560.123893889,7814549.91421993,24.7916734693878,502.841783003281,504.470760544218,27.4185442229891,69.1931632653061,1.71816326530612,-1.24640136054422,2.19502593989682,-0.0525034013605442,99993.4183673469,282.39411177748,0.010113387803763,1.97065244929877e-06,21.226693877551,825,288.751972789116,149.755102040816,1001.14780763603,0.426418947859241,42.5902523885679,42.1638334407087,283.461530690067,2479023.40642431,1013.06380250613,724.272481389875,288.791321116255,0.285067259012037,282.39411177748,283.466851435155,305.958130388209,2.12264018566828,1.0350558227323e-15,-0.0525034013605442,0.0128826413698706,0.00432281517842729,0.116570013208493,-1.38729426353116e-05,-0.0173629216666689,0.000290551288276502,0.000121789118377613,5.44059073721727,6.93399831138797e-09,0.400396798492787,0.139877950759629,-393.832010772955,-0.0629498689574022,0.164413421562625,2688.34500127255,0.000119009531297718,-8.43784072094584e-05,-2.47788732850346e-05,1.75683563949664e-05,0.0135312996401742,15,NA,NA,NA,0,14.9,257,0,0.1686,0.2371,289.36,0.5172,274.5,52.6,825,0.00875,704.3,288.2,0.68,341,2.09,-1.98,289.1,-0.9455,0.3256,"akima_wrfout_d02_2012-06-30_22_00_00"
22.1427986111111,182.922616608796,182.589283275463,564598.471637016,7814626.68496869,25.0514452054795,498.98558721213,501.225354794521,27.2714109529317,69.1683561643836,1.71634931506849,-1.29065068493151,2.21934118231947,-0.0467328767123288,99990.1520547945,282.401752514676,0.0101100181921153,1.97082053143029e-06,21.2752671232877,823,289.053082191781,148.523287671233,1000.7850087098,0.426266780371105,42.5891000418438,42.1628332614727,283.466204988335,2479011.58164914,1013.06102372276,724.270280319714,288.790743403043,0.285067470687192,282.401752514676,283.474165910069,306.942227611355,2.14747157416583,-2.03897659672421e-15,-0.0467328767123288,0.0178897175222798,0.024242288661341,0.173575825077498,-0.000649737454927739,-0.806580934048939,-0.000381730723073881,0.000108179567309115,4.83254069226463,3.21431847887066e-09,0.185607606243907,0.138896810378271,989.680668834302,0.0253126548738053,NA,NA,0.00374324854649341,NA,-1.4781762383712e-05,NA,0.206806255777357,15,NA,NA,NA,0,14.9,257,0,0.1705,0.2384,289.52,0.513,274.7,52.5,823,0.00874,704.3,288.2,0.66,341.6,2.09,-1.98,289.1,-0.9489,0.3156,"akima_wrfout_d02_2012-06-30_22_00_00"
22.1433541666667,182.922639756944,182.589306423611,564659.206986815,7814749.78209371,25.7992123287671,499.509740874617,502.439748630137,26.8676095687819,69.1979726027397,1.71194520547945,-1.453,2.28850124251453,-0.0619452054794521,99982.9164383562,282.414294164014,0.0101073345041278,1.9712797224149e-06,21.1069520547945,822,289.366643835616,146.791780821918,1000.44986752306,0.426135874235087,42.5872082953998,42.1610724211647,283.472663707003,2478995.73150899,1013.05881058154,724.268527293861,288.790283287681,0.285067639275008,282.414294164014,283.486472140357,310.322669480071,2.24543211577729,-3.43776374257752e-16,-0.0619452054794521,0.0148172188615692,0.0299213887331503,0.18272715180824,-0.00014520536744773,-0.18038355980513,0.00026531521714443,0.000164419767229601,7.34490118298083,7.90639057525714e-09,0.456546617377649,0.12501082190973,-1661.3090680779,-0.0155294477255917,0.159504778744886,2771.07685097599,0.000794656765624592,-0.000910351204461236,-2.13422053918765e-05,2.44494267522947e-05,0.176605575153706,15,NA,NA,NA,0,13.8,257,0,0.1699,0.2432,289.64,0.5095,274.9,52.4,822,0.00874,704.3,288.2,0.66,341.8,2.09,-1.99,289.1,-0.95,0.3123,"akima_wrfout_d02_2012-06-30_22_00_00"
22.1439097222222,182.922662905093,182.589329571759,564719.087834967,7814872.81193146,26.8105675675676,504.65484149071,509.951830405405,26.4631013422552,69.1471621621622,1.71028378378378,-1.53783108108108,2.32372538638813,-0.100331081081081,99975.1567567568,282.419487264291,0.0100901561916189,1.97118719060537e-06,20.7657837837838,820,288.904797297297,145.290540540541,998.688691808921,0.425410985478381,42.5864248546905,42.1610138692122,283.469795340713,2478998.21847468,1013.04464628152,724.257307772961,288.787338508562,0.285068718124353,282.419487264291,283.489874398821,311.960839187105,2.29999892500253,-8.03387766117216e-16,-0.100331081081081,-0.000500013118877348,0.000406685995324112,0.0253874074241649,0.0021377784932194,2.65348897457747,0.00257422911260273,0.000171301681367725,7.65221718354854,7.68204123836843e-09,0.443591789268347,0.0910999874360766,-0.459215367866087,-58.3834284382789,0.340199476450542,1299.23774313703,-0.0842062546010335,0.00628389706981277,-0.000160041358657246,1.1943096501323e-05,9.83562157174555e-16,15,NA,NA,NA,0,14.5,257,0,0.1674,0.2425,289.8,0.5073,275.1,52.3,820,0.00873,704.3,288.2,0.65,341.9,2.1,-1.99,289.1,-0.9505,0.3107,"akima_wrfout_d02_2012-06-30_22_00_00"
22.1442708333333,182.922677951389,182.589344618056,564757.673396647,7814952.5790929,27.2688513513514,504.427513822029,509.277425,26.275695944496,69.0311756756757,1.73931081081081,-1.51373648648649,2.33445184967341,-0.116675675675676,99970.7310810811,282.415735537372,0.0100737239699883,1.97127157771849e-06,20.7325,819,288.760472972973,144.502702702703,997.034025138253,0.424730879201807,42.5869906044371,42.1622597252353,283.460720405009,2479015.48180683,1013.03109762949,724.246575905907,288.784521723578,0.285069750052831,282.415735537372,283.484376252047,311.033318944592,2.30577541124972,-1.58343331877295e-15,-0.116675675675676,-0.00434698043910133,-0.00500474619797006,0.081418709265335,0.00202439973520112,2.51276694374662,0.00223688105170011,8.19065967727874e-05,3.65890845927132,6.98129473109514e-09,0.403127882952358,0.0837628642439402,-17.431304069458,-1.56436094756273,0.324639738331635,1361.50922949696,-0.0248640607726145,0.00623583466893108,-2.38600192879658e-05,5.98402396285713e-06,7.61187808430103e-05,15,NA,NA,NA,0,14.9,257,0,0.1637,0.232,289.94,0.4941,275.3,52.2,819,0.00872,704.3,288.2,0.63,342.6,2.1,-2,289.1,-0.9542,0.299,"akima_wrfout_d02_2012-06-30_22_00_00"
22.1447986111111,182.92269994213,182.589366608796,564813.539004675,7815069.43842134,26.9351554054054,501.128778812246,507.806501351351,26.1151756748898,68.8054797297297,1.80656756756757,-1.43252027027027,2.34301757999877,-0.0875675675675676,99963.8547297297,282.425481404629,0.0100714349037481,1.97092759858368e-06,21.6594391891892,817,288.905,143.324324324324,996.740780010219,0.424620619674595,42.5855214411184,42.1609008214438,283.464702444705,2479005.5524911,1013.02921019443,724.245080871421,288.784129323013,0.285069893812448,282.425481404629,283.493917881702,308.412706868295,2.30560202570223,1.26221278525788e-15,-0.0875675675675676,-0.0110528125331815,0.00124153883493738,0.105462427711742,0.00268951752272631,3.33819693548888,0.00307085368168246,0.000148426485182533,6.6304386260288,5.26745816428304e-09,0.30416410423836,0.0900085474551676,-27.5961766675698,-0.976046636092846,0.360801957339259,1225.04878648536,-0.0255021393028947,0.00745427641956327,-3.33813393167513e-05,9.75736692388214e-06,0.00129153153873968,15,NA,NA,NA,0,15.4,257,0,0.1469,0.2197,290.1,0.4908,275.5,52.1,817,0.00871,704.3,288.2,0.62,342.8,2.1,-2.01,289.1,-0.9553,0.2957,"akima_wrfout_d02_2012-06-30_22_00_00"
22.1451597222222,182.922714988426,182.589381655093,564851.520114405,7815149.21661016,26.5733986486486,501.00179153064,506.557275675676,26.0060202706691,68.6512635135135,1.87539189189189,-1.39293918918919,2.37138150550921,-0.122236486486486,99958.0621621622,282.431097525626,0.0100647083751162,1.9706142713097e-06,22.4955202702703,816,288.919864864865,142.569594594595,996.023948707247,0.424331437693017,42.5846748385253,42.1603434008323,283.464946560516,2479003.31131172,1013.02366316388,724.240687076802,288.782976087081,0.285070316355938,282.431097525626,283.4988460524,306.602958518062,2.3361023806659,-6.22510427566815e-16,-0.122236486486486,-0.00687824036575802,0.00377214365722578,0.0885702895396587,0.00133565333927494,1.65769690480521,0.00159319515708756,0.000100957660994568,4.50993501553156,8.82149639709669e-09,0.509388487953951,0.0957091110659034,-31.5077588167189,-0.843392219777564,0.289914310360305,1524.58841873202,-0.0150801509876162,0.00460706247171791,-2.70362888453852e-05,8.25972311659124e-06,0.000225917635427057,15,NA,NA,NA,0,16.7,257,0,0.134,0.2225,290.24,0.4888,275.8,52,816,0.0087,704.3,288.1,0.6,343.4,2.1,-2.01,289,-0.9583,0.2857,"akima_wrfout_d02_2012-06-30_22_00_00"
22.1455486111111,182.92273119213,182.589397858796,564892.35807707,7815235.05917085,26.2822635135135,499.958898527789,505.476808783784,25.929527027453,68.4621689189189,1.93867567567568,-1.31725,2.38335052451593,-0.128952702702703,99952.0844594595,282.431112141275,0.0100558814628266,1.97044103921692e-06,23.3096283783784,814,288.773108108108,141.721621621622,995.099805611082,0.423962994113113,42.5846726321906,42.1607096380774,283.459197270417,2479014.64074989,1013.01638339898,724.234920785892,288.781462613091,0.285070870930908,282.431112141275,283.497929989443,304.194487951431,2.34384533149193,2.27888820919246e-15,-0.128952702702703,-0.0135349129363464,0.00393113915359835,0.118719182654708,0.00189738426774585,2.35478467260288,0.00231789572106947,0.000165271296758639,7.38293799834712,7.95970997339870e-09,0.459625492703934,0.0883547763315642,-52.1542486947579,-0.50393331648463,0.3285073514346,1345.47978323704,-0.0159821203727821,0.00577577414770149,-3.30193581734843e-05,1.19328568965664e-05,0.00406002021297909,15,332.7,-0.8886,0.4586,0.1,13.8,257,0,0.1265,0.2254,290.3,0.4867,276,52,814,0.00869,704.2,288.1,0.58,344,2.1,-2.02,289,-0.9613,0.2756,"akima_wrfout_d02_2012-06-30_22_00_00"
