"t_utc","t_doy_utc","t_doy_local","d_x_utm","d_y_utm","d_z_m","d_xy_travel","d_xy_flow","PSI_aircraft","uvw_aircraft","u_met","v_met","uv_met","w_met","p_air","T_air","FD_mole_H2O","FD_mole_CH4","d_z_terrain","d_z_ABL","T_surface","R_SW_down","p_H2O","rho_H2O","rho_air","rho_dry","T_v","Lv","cph","cvh","Rh","Kah","T_air_0","T_v_0","PSI_uv","u_hor","v_hor","w_hor"
3.36693480842179e-06,1.4028895280132e-07,1.4028895125115e-07,1.21911222350437,0.619869669208565,1.27809226966749,4.53572040571927e-14,0.983407486702137,0.796543743310679,0.454350733071188,0.251325684516239,0.526226962726441,0.290970054681279,0.23834476989152,13.9162730689073,0.0357468295553957,5.94493135395973e-05,4.89716124350988e-09,0.706784738401657,3.94192736280713e-13,1.11360652760204,0.776399229641968,5.88694908211603,0.00246013732163009,0.00539191993627163,0.00672387510717217,0.0354158261286621,73.4467917672067,0.0490168169041727,0.0388261474964544,0.0101906694077133,3.73333829156236e-06,0.0357468295553957,0.0388086815177966,13.877048823721,0.329506757704698,0.478705898587061,0.237521469435246
2.8043611790568e-06,1.16848376918694e-07,1.16848384838233e-07,2.1663476721818,1.08225001228056,1.23100815918759,8.27774299116328e-14,0.867526406186808,0.819337928677032,0.392073903742462,0.243579402884105,0.431819029896767,0.274706830098241,0.242680666785301,13.0651813772211,0.0353171233529402,6.31725815327837e-05,4.81937764600978e-09,0.696387716637668,3.92831100611274e-13,1.01046404777836,0.877418339007339,6.28192950881498,0.00261232823310102,0.00532680636905638,0.00690117066272065,0.0409227905193229,85.2652788456841,0.0520873712001229,0.0412583289704921,0.0108290422296278,3.9672470513779e-06,0.0353171233529402,0.0389816078458213,10.849687322256,0.310381319553059,0.384419672373111,0.241848140603428
4.08564468413792e-06,1.70235196447396e-07,1.70235195168093e-07,2.55447031616185,1.27592132318289,1.29406983728295,1.45189580658077e-13,1.20135433139701,0.656060418861163,0.41822798805199,0.24185888223372,0.405672010631397,0.265000599500773,0.239813805953015,10.5852599571578,0.0359024780735488,6.4415854573016e-05,4.41541472057777e-09,0.809586024404371,7.86984838687024e-13,1.01524878896549,1.05965093131153,6.39815192974976,0.00265871245037249,0.00541490206830808,0.00721145853354927,0.0438646755293991,91.4434278077063,0.05311299602105,0.0420707248600382,0.0110422711609678,4.04539627677403e-06,0.0359024780735488,0.0402149491364366,10.2304840554623,0.29277942613678,0.368548849382388,0.238996720763486
4.84363250706067e-06,2.01818021445645e-07,2.01818021795232e-07,2.83363706305693,1.40053924560341,1.26506333066779,1.65751068716509e-13,1.21301945109262,0.560541196625929,0.464311663520031,0.26280587788098,0.433259020277506,0.284855755861819,0.278619969057665,7.34917542118047,0.0368937966778945,6.1023225672478e-05,4.32568763199629e-09,1.02628663783498,3.92831100611274e-13,0.935278507951853,1.12482357528175,6.04391583801687,0.00251493451306066,0.00556434989040357,0.00729008551965463,0.0441217130016963,92.9428606404353,0.0503157069662521,0.0398549963755467,0.0104607105906249,3.83234123246982e-06,0.0368937966778945,0.0411078987636452,10.6577747965027,0.314561602339257,0.395060169089229,0.277664151595541
5.27019472946194e-06,2.1959144822767e-07,2.19591451991903e-07,2.49884201681279,1.22364821340843,1.00284911248124,6.43538024865006e-14,0.994297641199104,0.665862834586429,0.413180100693947,0.289379789859106,0.399810434190611,0.278140034052514,0.296230653118683,5.64672966874469,0.0370397230164241,4.50822966554445e-05,4.59498316801999e-09,1.28384237703482,3.92831100611274e-13,0.568568732759577,1.16064074122677,4.46276089291667,0.0018693514313517,0.00558596920569735,0.00623837160478636,0.0386456218311269,86.5566434739702,0.0371715290798605,0.029443512693714,0.00772801638614431,2.8311815128991e-06,0.0370397230164241,0.0385540001207215,10.1972103976452,0.300697068793021,0.38923245080816,0.295214421468005
5.74422779605628e-06,2.39342825101663e-07,2.39342832398247e-07,1.67147424658103,0.815297978581481,0.915599925220848,1.15962251670236e-13,0.932241896170389,0.640807006772139,0.294450368858474,0.25840051664282,0.282188382218706,0.214858124743685,0.303359626486662,7.93215470008991,0.0273063304990649,4.5525145016243e-05,4.5321379007663e-09,1.23939037467553,1.68735594579136e-12,0.898999794773253,0.895487678817723,4.52721502621078,0.00190162719420901,0.00411735456040539,0.00444568902135094,0.0274051864054351,61.5363439706868,0.0375379263707179,0.0297337354408843,0.00780419092992468,2.85916701394177e-06,0.0273063304990649,0.0276854995577254,7.8913018881479,0.213158921508085,0.316188531658564,0.302333025821722
6.44279345019714e-06,2.68449721138966e-07,2.6844971533643e-07,1.12668693918009,0.532683644256073,1.12942686167043,1.25559008526789e-13,1.03047557136938,0.551398909618908,0.27747928463668,0.255543928973627,0.251356636561158,0.19477937414631,0.297241959201838,8.24721565620948,0.0273731003768043,3.16807918675014e-05,4.54010965944635e-09,1.16356795220273,1.68754477920478e-12,0.873774081215242,0.828740131440916,3.16974401984804,0.0013248179140516,0.00412744886762833,0.00423896592804408,0.0267547636009521,61.2064787467754,0.0261253283314291,0.0206938335707676,0.00543149476057937,1.99007509383851e-06,0.0273731003768043,0.0275321288397597,7.37339129102513,0.192785941900123,0.300746257770269,0.296236061362041
4.68351913419055e-06,1.95146630328907e-07,1.95146634247221e-07,0.885297095438902,0.404632529619248,3.13749624706296,2.0224489838824e-13,1.10051954833094,0.476292853262406,0.273800176624742,0.256544733979232,0.242893704097651,0.211507993370674,0.296786606383046,6.64168631905683,0.0406834437263807,3.25086995433043e-05,4.97370026633568e-09,3.18310990288957,1.68744057358593e-12,1.22816494422369,0.646993212509192,3.21480988048841,0.00132620590740061,0.00613368156584473,0.00687338775960851,0.0417529758153547,93.1761055045444,0.0268083313670702,0.021234839255698,0.00557349211126305,2.04211950485224e-06,0.0406834437263807,0.0427121377840144,7.0334200836317,0.205514964722246,0.28588952979037,0.295782249504754
4.39706321362576e-06,1.83210977607307e-07,1.83210973573182e-07,0.906571579969518,0.408126071605946,3.41753182434139,1.84002206155256e-13,1.21655324999229,0.335491542943368,0.271136143978641,0.249680350614704,0.251286030198421,0.213349870009219,0.27956282596888,8.23855290814284,0.0432932306722333,2.82999239347728e-05,5.21566622464159e-09,3.70779492353707,1.68742090229311e-12,1.28004091615425,0.757901456068243,2.80794502795918,0.00115954776992536,0.0065271685061321,0.0069701908173601,0.0418565896333917,95.042023589061,0.0233379182275629,0.0184859301885065,0.00485198803885911,1.7777838645321e-06,0.0432932306722333,0.0446058798381496,6.93297278824566,0.208607303806749,0.284815849268618,0.278616756162703
3.86670026393548e-06,1.61112508033141e-07,1.61112504599624e-07,0.898636888700596,0.404970572271649,3.26997366393181,1.33585755255728e-14,1.3298494347843,0.309416360259791,0.282035428495125,0.237500153184428,0.259238831747768,0.209961633320917,0.28467936234265,10.3286746399665,0.039583170549525,3.67657586324432e-05,5.04332101576e-09,3.69405028706807,1.68743392849924e-12,1.28210602163282,0.836377668278994,3.67254210569695,0.00152395395221731,0.0059677709499458,0.00638814320082326,0.0384901168061998,86.7650703534556,0.0303204042811228,0.024016746968134,0.00630365731299946,2.30974400669387e-06,0.039583170549525,0.0406696483769239,6.82635233133791,0.21025762115389,0.280299156788429,0.283715977642912
