"u_star2_xy","u_star2_x","u_star2_y","u_star","F_H_kin","F_H_kin_v_0","F_LE_kin","F_CH4_kin","F_H_en","F_LE_en","F_CH4_mass"
0.0109056444970323,-0.0306325183048811,0.0165015027423452,0.186532590107068,-0.00516252314138082,-0.00463211871427627,0.000232987740594567,9.75832320386399e-09,-6.40126505944882,10.4058021378534,0.563484615083922
0.0139421999420941,-0.0254957236315646,0.0190902109902077,0.178467687608108,-0.00410900673831895,-0.00356926405762657,0.000234620235375476,9.7146479822808e-09,-5.09508400687356,10.4787715506215,0.560962633088823
0.015055835064641,-0.0205312430303557,0.0199659860217976,0.169229591430234,-0.00346514067264146,-0.00290837399601795,0.000239146493423285,7.62565209638385e-09,-4.29676216863854,10.6809628429794,0.440335654653589
0.0168805330666623,-0.0138358123626618,0.0211392099135148,0.158948163211711,-0.00277969026892702,-0.00220054487308618,0.000254278631638523,5.68954345964822e-09,-3.44683964567159,11.3568459047406,0.328536997533927
0.0207573256378117,-0.00791912931299226,0.0164974031348366,0.135276171587955,-0.00137047071251418,-0.000769188153727111,0.000260669283921134,7.52837376192321e-09,-1.69935774321842,11.6423239837824,0.434718414508494
0.0229246053564215,-0.00360672118155537,0.0104139993159858,0.10498038418849,-5.883023161823e-05,0.000557601267593872,0.000254249552466695,7.67522608327734e-09,-0.0728412241384091,11.3556229228623,0.443198254952767
0.0244331215833231,-0.000550397464212756,0.00850584797484908,0.0923235450288061,0.000222638888537466,0.000838767694005834,0.000250335498821045,6.4693459847204e-09,0.276202422437258,11.1808552944765,0.373565914541695
0.02281442235319,0.00465278048680181,0.00601962184700216,0.0872248103927689,0.000593053019934022,0.00121251826144792,0.000266428772837287,7.74258484169659e-09,0.735583568998021,11.8997350103208,0.447087819098928
0.0220577263821398,0.00677422821329846,0.00606584221403876,0.09535778840973,0.00101785365719555,0.00163348589918092,0.000259659557457748,6.95605613759749e-09,1.26239543529043,11.5974477101013,0.401670505609429
0.0208433910992924,0.00921101449165387,0.00503690968961642,0.102460966812531,0.00131624574932168,0.00192988970206454,0.000257550849639045,6.05956072803339e-09,1.63245484624388,11.5033118268626,0.34990327467956
0.0185189625162122,0.0108330737585495,0.00119379619137113,0.10439661375185,0.00158753638629688,0.00219405475808803,0.000251086300946699,3.8781835194916e-09,1.96889801414542,11.2146261688342,0.223941829149523
0.0171716047990736,0.00950893898138604,-0.000526227393379169,0.0975883632259265,0.00192043076556498,0.00251808202530095,0.000245221665122402,3.40026355106213e-09,2.38173663203605,10.9527229445727,0.196344818492532
0.0171022871988538,0.00786204733316017,-0.00115820692606045,0.0891453910832685,0.00182894889512867,0.00241658897483318,0.000233170775775201,2.38995303807841e-09,2.26827701633741,10.4144795467375,0.1380054482308
0.0138428400998916,0.00161783289076236,-0.000868272185909031,0.0428497903341425,0.00183809470971753,0.002405148007703,0.000208201959806405,3.73449141966808e-09,2.2796398802844,9.2992875236178,0.215644472537313
0.01143123009199,0.000517035769129004,0.00282534609366908,0.0535935168948076,0.00161350204614289,0.00215710605704593,0.000183292215085651,3.79273156018022e-09,2.00114809662687,8.18670850384452,0.219007491211047
0.0108837571852175,0.000762969126073525,0.00676644455336247,0.0825186283975277,0.00147524688152109,0.00200535104731739,0.000198417728766015,1.27741224126703e-10,1.82974230758106,8.86232731110139,0.00737628924597234
0.0111209009962473,0.00117240253014586,0.0103995927047175,0.102300878312884,0.00118968900718542,0.0017018680579236,0.000194227811495841,7.61598905643272e-10,1.47557497111506,8.6752141359027,0.0439777672074651
0.0111038400953503,-0.000373935020268763,0.015575450209696,0.124819622954084,0.00108808621374056,0.00155505721200941,0.00015159134994731,-9.47924751448604e-10,1.34959452327346,6.77090861708967,-0.0547369668476482
0.0110038422783821,-0.00161867115474757,0.0183386420958133,0.135683233983792,0.00132967917194315,0.00178442270181266,0.000158622666301605,-4.04433394909188e-09,1.64931534385304,7.08501622092259,-0.233536019556362
0.0118196017082273,-0.00096933304357676,0.0235811319164604,0.153626320512317,0.00151662409328732,0.00194298322188064,0.00015329494392158,-5.41258810566198e-09,1.88125956668111,6.84710932316449,-0.312544487573345
0.0114664980787665,0.000721390993902587,0.0252074599496005,0.15880107139613,0.00165212296755699,0.00205897344036204,0.000147254259140699,-3.88164468005454e-09,2.04935559134764,6.57731441769308,-0.224141690405069
0.0101996483968675,-0.000699990733742268,0.0234061099360884,0.153024751827808,0.00168337288089752,0.00205446456278931,0.000138007791523726,1.09592757343278e-10,2.0881310384254,6.16434066407036,0.00632832418003027
0.0104267322398956,-0.000220358517240178,0.0216173651749832,0.147032269477802,0.00139797907195049,0.0017444151754224,0.000135068717500025,6.28335883986066e-10,1.73409610603894,6.03306833221152,0.0362826272848914
0.0108558582409556,-0.0022717878432833,0.021479774697169,0.146967946624062,0.000856443953887405,0.00117384002646158,0.000146873454614645,-2.39960135313385e-09,1.06234075459341,6.56034518243551,-0.138562580535361
0.0106642825221997,-0.00488096289471471,0.0228582158640272,0.152884035889814,0.00068499494025636,0.000972496951555598,0.00012807265746427,-2.80367603200147e-09,0.849683991091326,5.72059276147882,-0.161895468791893
0.010819468887958,-0.00709524583885802,0.02373413223657,0.157391204233932,0.000752887688547432,0.00102477976303449,0.000122228981914009,-3.24822753501771e-09,0.933911132205486,5.45960791708848,-0.187565650782063
0.0113112974610901,-0.0107087564540055,0.0234243819705042,0.160487219204956,0.00109389101877534,0.0013650313095418,0.000133111514428661,-2.65430451325445e-09,1.35698641468332,5.94573543310714,-0.153270159813365
0.012565762197753,-0.0128118783703183,0.0229658274678854,0.162165915937496,0.000889706154062692,0.00113949130565477,0.000112628057901867,1.32563264240848e-09,1.10371860280118,5.03082447218275,0.076547331303235
0.0126186662256388,-0.0195654466584308,0.0247694798323527,0.177664729764457,0.000749078496024397,0.000945477159633497,6.81580482096409e-05,8.30480292762444e-09,0.929354002397864,3.04446641385551,0.479552540252746
0.0125776914204988,-0.0230751473309028,0.0253717444442024,0.185190699171135,0.00102222908838016,0.00119883439837818,6.73178480436472e-05,1.13995210533636e-08,1.26828990982244,3.00695220161704,0.658253943705428
0.0130976383783385,-0.0247389537660488,0.0290049393200917,0.195249078604941,0.000621851096881413,0.000772169561361613,4.77133818280235e-05,8.67336060747453e-09,0.771554334592295,2.13126530881295,0.500834534918009
0.0134690397002895,-0.024970753198599,0.0271231526403271,0.192008809523749,0.000662094383270639,0.000812436033355449,4.88134776755687e-05,9.08720314626711e-09,0.821440345507672,2.18040679786482,0.524731458478048
0.0117404666360241,-0.0245047339154782,0.0218260919245883,0.181150625877857,0.000565652296621765,0.000719615698345756,4.42719214698125e-05,1.05102991015414e-08,0.70173701074182,1.97754276555221,0.606906711319405
0.00818321856037097,-0.025794832452442,0.0161722716066069,0.174485790539116,0.000507742331520832,0.000680229877906188,5.62521967937945e-05,1.20723316094929e-08,0.629870508014618,2.51270511120642,0.697104716458561
0.00487280307092487,-0.0263915852044962,0.010065037867003,0.168064633508883,0.000392656442894391,0.000591326050510982,6.60541350533503e-05,1.51122888304217e-08,0.487085557388989,2.95059699999053,0.87264400622387
0.00275632805863042,-0.0265369918378121,0.00366823565416404,0.163674445634461,0.000166125266398465,0.000390388896262087,6.80457783921336e-05,1.68071543399713e-08,0.206067614336614,3.03959518151244,0.970512320207302
-0.000166325199942984,-0.025720380545876,-0.00205818404358783,0.160631873075827,0.000237164099671612,0.000505927201361197,8.9183412528953e-05,1.70236552198163e-08,0.294239771938181,3.9838407199299,0.983013947013072
-0.00355457393999054,-0.0221290896213256,-0.0103396790156103,0.156286629727569,5.29080366171513e-05,0.000386079558175786,0.000120435813860736,1.34196446778809e-08,0.0656546446248055,5.37989366622316,0.774903962279556
-0.0057356974154736,-0.0214531579872621,-0.0148604191596879,0.161546645698315,-0.00030352502046131,8.6399282742225e-05,0.000157594357594591,8.44861024863177e-09,-0.376530065880432,7.03978112561791,0.487856550196993
-0.00889919090565588,-0.0220993823699412,-0.0154366431191806,0.164185463753177,-0.000365527120531563,6.6319213758285e-05,0.000175357382553437,7.1569379899792e-09,-0.453505451864396,7.83328105559128,0.413270227293359
-0.012542858245189,-0.0205611533205685,-0.0102871131605976,0.151627808186525,-0.000545441726723755,-9.32379358349255e-05,0.000188403657120762,1.02893645883626e-08,-0.676820650512258,8.41607255404583,0.594149068790412
-0.0143342968526849,-0.0198193572275621,-0.00499130386870466,0.142962234142515,-0.000120617629406002,0.000349296459371417,0.000211408496937671,8.37836257597575e-09,-0.149684248059032,9.44372334997514,0.483800168587144
-0.0146029669074079,-0.0185733101154069,-0.0028618824060036,0.137085755440847,4.32184580132295e-05,0.000527085593310967,0.000232616760699359,8.02524706998811e-09,0.0536214163511852,10.3911337061595,0.463409866809394
-0.0157292058803355,-0.0157482277295088,0.000448168156044603,0.125517343407245,0.000193928149816589,0.000679389949004118,0.000238228118416038,7.91159646945752e-09,0.240636209247806,10.6418219633633,0.456847226532355
-0.0172593948369807,-0.0143748040704071,0.00276948021066306,0.120992397470747,4.28211145886167e-05,0.000504279021828201,0.00022096200309095,6.48506846225046e-09,0.0530938254721014,9.87054828556895,0.374473793284191
