"u_star2_xy","u_star2_x","u_star2_y","u_star","F_H_kin","F_H_kin_v_0","F_LE_kin","F_CH4_kin","F_H_en","F_LE_en","F_CH4_mass","d_L_v_0","sigma","w_star","t_star","T_star_SL","T_star_ML","FD_mole_H2O_star_SL","FD_mole_H2O_star_ML","d_z_0"
0.0268006243025372,-0.0327654745267897,-0.0166844501495953,0.191752013285085,-0.00512716602046266,-0.00461384788103449,0.000226154968619807,1.05877266908963e-08,-6.35742264246973,10.1006344880767,0.611377690039119,110.387942943322,0.224931924191591,NA,NA,0.0267385251013762,NA,-2.79721156905187e-05,NA,1.15335936341515
0.0299619086161771,-0.0321146088239192,-0.0106600409774368,0.183950049426456,-0.004072289266501,-0.00354978568298626,0.000227724539609126,1.05472923350583e-08,-5.04955376409894,10.1707918512357,0.609042848595605,126.66793826252,0.194506086302952,NA,NA,0.0221380167018064,NA,-2.93608432228561e-05,NA,0.775227298119069
0.031160775101751,-0.0300889693514971,-0.00558423645923149,0.174936485475562,-0.00342746076513296,-0.00288803951291623,0.000232206991244857,8.46052950160465e-09,-4.25003777851343,10.3710254395123,0.488544815540659,133.909485655714,0.185137545320187,NA,NA,0.0195926010278271,NA,-3.14814558439607e-05,NA,0.58732473076363
0.0330636971159154,-0.0270994801789294,0.00099126968614102,0.164674235705502,-0.00274110661691397,-0.002179405416926,0.000247298421465259,6.52648186392272e-09,-3.39899391081294,11.045089257464,0.376865168750353,148.021033010031,0.169242469776452,NA,NA,0.0166456313288502,NA,-3.56177025545404e-05,NA,0.375347118722066
0.0370639089552685,-0.019634626978166,0.00409779402430367,0.141625135971187,-0.00133041002161553,-0.000746730464408013,0.00025362358712895,8.36859281889508e-09,-1.64967928613775,11.3276407153232,0.483236023734278,274.827691898434,0.0938741367383807,NA,NA,0.00939388345502593,NA,-4.24754170602985e-05,NA,0.0797934372716676
0.0393524342159401,-0.0121106222867991,0.00380002833434273,0.112662365038056,-1.72545670852689e-05,0.000581414211965262,0.000247137949074105,8.51870407383217e-09,-0.0212829181642669,11.0379942460375,0.491904048039365,-177.68857353209,-0.150885152796421,0.254571813991031,3221.0950110482,0.000153152892533727,-6.77787804343368e-05,-5.20294854754259e-05,2.30259775953876e-05,0.00493886236954073
0.0409387301198444,-0.00873000798884956,0.00465843395841106,0.0994743819956584,0.000265216890166765,0.000863478747641905,0.000243180866520667,7.31493177099284e-09,0.329004500448894,10.8613036210622,0.42239342018421,-82.3535312120423,-0.331119394032297,0.29032993121143,2820.92857798934,-0.00266618283869651,0.000913501715307554,-5.79821445421766e-05,1.98661501108394e-05,0.00127121850770215
0.0394321145571367,-0.00376074805291409,0.00678954387865096,0.0880994670180214,0.000637122731075077,0.00123856808497726,0.000259210970183362,8.59123480141307e-09,0.79023671367281,11.5773601847527,0.496092262372796,-39.8854691941876,-0.675312487218543,0.327156636345755,2497.2747278663,-0.00723185681639537,0.0019474547060746,-6.97863067430079e-05,1.87926385901507e-05,0.000277589173451492
0.038751005361037,-0.00275081460923258,0.00839989814641844,0.0940151585213549,0.00106296218933735,0.00166046950012523,0.000252398346368125,7.8067910464331e-09,1.31833768557032,11.2731329052223,0.450795342185233,-36.1563883109148,-0.734957220288143,0.360589373897241,2262.96185930465,-0.0113062851358794,0.00294784668180561,-6.3677277116826e-05,1.66023453149584e-05,0.000445948487882578
0.0376170595630558,-0.000886647928627981,0.00971600154254455,0.0987743582157554,0.00136248940725646,0.00195789495425908,0.000250242726728807,6.91253019407864e-09,1.68980573834644,11.1769004616855,0.399157143526877,-35.5601968096933,-0.739092183717872,0.380636971325863,2138.52058869798,-0.0137939585927791,0.00357949834066444,-6.00909870274368e-05,1.55934633924591e-05,0.000688117495921084
0.0354027683460715,0.00276120038042842,0.00904470648447603,0.097246046091417,0.00163539028557404,0.00222351159422339,0.00024371255280003,4.73424553015339e-09,2.0282471956608,10.8852818979279,0.273374273893177,-29.8811011023611,-0.869173652029841,0.397125606708157,2049.72932052251,-0.0168170362837856,0.00411806808211154,-5.94422895031889e-05,1.45559176420837e-05,0.000505997816951236
0.0341305576800105,0.00333944071773748,0.00711386672719291,0.0886492367441502,0.00196941668322977,0.00254856069472769,0.000237802320638448,4.25845448489846e-09,2.44249066608235,10.6213408827342,0.245900195775976,-19.7491263597571,-1.29915291784333,0.415434496223959,1956.98722034319,-0.0222158334979656,0.00474061904134237,-6.36249905999435e-05,1.35768861416315e-05,0.000134001127196347
0.0340942866299041,0.00299261158988976,0.00541245318431342,0.0786427914188517,0.00187844336362265,0.00244752711807698,0.000225731115815334,3.24908627235976e-09,2.3296621808424,10.0821895413119,0.187615237711142,-14.3570952993312,-1.77913914602629,0.409870735151496,1983.55220384178,-0.0238857666383948,0.00458301411279911,-6.8079816973878e-05,1.30626228879975e-05,2.91315385634783e-05
0.0309029767884337,-0.000302997177414966,8.98517676476573e-05,0.0177774848782217,0.00188865944957526,0.00243705397439298,0.000200719878423808,4.59557982906458e-09,2.34235331219291,8.96510160388896,0.265367161649505,-0.166555778597711,-150.977698074517,0.40928635641429,1986.38431811556,-0.106238844387316,0.00461451846604804,-0.000267794641441895,1.16317466099045e-05,1.49795301569058e-23
0.0285667226274821,-0.0041212507866739,0.000666915229104038,0.0646131824583874,0.00166527987339452,0.00219011010452298,0.000175762494392669,4.65599895794734e-09,2.06536706806768,7.85039345882051,0.268856003827711,-8.89841618033352,-2.76836536017926,0.394966637268509,2058.40170608461,-0.0257730668887422,0.00421625452952478,-6.45190084040577e-05,1.05547610068431e-05,1.32451943615868e-06
0.0281249872724351,-0.007725329078812,0.0021236387636417,0.0895092206669482,0.0015287859557635,0.0020399515449914,0.000190819709268596,9.94099611538014e-10,1.89614718779692,8.5229597916982,0.0574032879686511,-25.3983812776847,-0.94324248277247,0.385723365843972,2107.72815958695,-0.0170796477097249,0.00396342584125927,-5.0564414169736e-05,1.17337493825683e-05,0.000100147972162805
0.0284347954482471,-0.0110493372405552,0.00356181842122097,0.107746173342528,0.00124448056065326,0.00173760534394247,0.000186581820296188,1.63010536264305e-09,1.54353436384617,8.3337026032457,0.0941288040604603,-52.0095517105532,-0.453164178437434,0.365637729017356,2223.51233332764,-0.0115501137724587,0.003403589022385,-4.10736481731415e-05,1.21035879633287e-05,0.000815900847259525
0.0285145520037512,-0.0165568037168696,0.00342607557383671,0.130029091639347,0.0011446031211043,0.00159236243037452,0.000143880051801646,-7.65242164096805e-11,1.41969538804264,6.42647828669244,-0.0044188143523606,-99.7493299258813,-0.239544829618058,0.355151825317295,2289.16182332348,-0.00880266951551895,0.00322285580281534,-2.62456301119243e-05,9.60911700202271e-06,0.00488077789479518
0.0284795944580135,-0.0196141045934919,0.00290217541229055,0.140810690001682,0.00138739338805116,0.00182281726095341,0.000150866555806802,-3.17096751264459e-09,1.72090232188539,6.73858305297127,-0.183104348050149,-110.659338405949,-0.219570171689908,0.37152079003922,2188.30284010264,-0.00985289815733873,0.00373436272006394,-2.54125897294703e-05,9.6316663575102e-06,0.00936408467587443
0.0293934891956105,-0.0243580465485176,0.00537022129352672,0.157933559476822,0.00157620669858247,0.00198307968287626,0.000145469698806439,-4.53622035834358e-09,1.95516567190393,6.49758623861456,-0.261939508372192,-143.51844834223,-0.172543026130696,0.381947665032696,2125.94571020742,-0.0099801885286692,0.00412676092272366,-2.18470557813084e-05,9.03365460641148e-06,0.0205053712348447
0.0291029112275246,-0.0253114544485222,0.00767857028488866,0.162636167619271,0.00171293700430918,0.00210019288301355,0.000139383958003792,-3.00334143114437e-09,2.12479024292527,6.22577757665746,-0.1734249476,-147.986262957497,-0.170002311083665,0.389161873219985,2083.96571146516,-0.0105323251856201,0.00440160540429122,-2.03280855092713e-05,8.49539009284156e-06,0.0252269120208864
