"f80","LST_MODIS","land_cover_NLCD_Open.water","land_cover_NLCD_Perennial.ice..snow","land_cover_NLCD_Developed..open.space","land_cover_NLCD_Developed..low.intensity","land_cover_NLCD_Developed..medium.intensity","land_cover_NLCD_Developed..high.intensity","land_cover_NLCD_Barren.land","land_cover_NLCD_Deciduous.forest","land_cover_NLCD_Evergreen.forest","land_cover_NLCD_Mixed.forest","land_cover_NLCD_Dwarf.shrub","land_cover_NLCD_Shrub..scrub","land_cover_NLCD_Sedge..herbaceous","land_cover_NLCD_Woody.wetlands","land_cover_NLCD_Emergent.herbaceous.wetlands"
800,290.001789380668,0.163974003912008,0.106329771670624,0,0,0,0,0.000622348460109474,0,0,0,0,0,0.489119712485204,0,0.239954163472054
700,289.981903400164,0.104374474837452,0.0814905324444622,0,0,0,0,0.000309813465049945,0,0,0,0,0,0.58036501562728,0,0.233460163625755
700,289.966139304746,0.0985793844883622,0.0394213371778025,0,0,0,0,0.000336730927541501,0,0,0,0,0,0.647134859851451,0,0.214527687554843
700,289.929532217678,0.0850119512826428,0.00457117411377899,0,0,0,0,0.00135431422189742,0,0,0,0,0,0.696411394850905,0,0.212651165530776
700,289.884973757699,0.0706349751150138,0.000573143807925571,0,0,0,0,0.00180952311316924,0,0,0,0,0,0.706715674733816,0,0.220266683230075
2400,289.682446022102,0.137096431479146,0.0133625544604569,0,0,0,0,0.00908044323026066,0,0,0,0,0,0.563873856708347,0,0.276586714121789
700,289.729986788937,0.0504287470957174,1.64926984390795e-05,0,0,0,0,0.00702338242585252,0,0,0,0,0,0.707864037039674,0,0.234667340740316
700,289.568016638764,0.050752271748065,6.93502626112558e-05,0,0,0,0,0.00801822125645972,0,0,0,0,0,0.700271457896824,0,0.24088869883604
700,289.403110164799,0.0439551485270547,0.000189526744058756,0,0,0,0,0.00843943559478091,0,0,0,0,0,0.709997574975597,0,0.237418314158509
700,289.230102157479,0.0450779337737841,0.000334078250280244,0,0,0,0,0.0086595353424088,0,0,0,0,0,0.727156656979226,0,0.2187717956543
800,289.068715291289,0.0651534777151332,0.000466245807005944,0,0,0,0,0.00215692503658388,0,0,0,0,0,0.657010955842804,0,0.275212395598473
800,288.910089366603,0.0793738086750623,0.000891045385361826,0,0,0,0,0.00227048013447289,0,0,0,0,0,0.62156866580359,0,0.295896000001513
800,288.900466628418,0.0897537638674221,0.000885759721181154,0,0,0,0,0.00670368137092107,0,0,0,0,0,0.594729763192744,0,0.307927031847732
900,288.80661436446,0.10236348419532,0.00134433840923109,0,0,0,0,0.00101084258409103,0,0,0,0,0,0.571413449902326,0,0.323867884909032
900,288.74331002982,0.113592344107039,0.00250255137727524,0,0,0,0,4.78006999668144e-05,0,0,0,0,0,0.585429253372695,0,0.298428050443024
900,288.768576741547,0.126105958169508,0.00374472807020469,0,0,0,0,1.39059609911189e-05,0,0,0,0,0,0.579250287922001,0,0.290885119877295
1000,288.859852962636,0.145638116802303,0.00543506036664533,0,0,0,0,6.7528220056043e-06,0,0,0,0,0,0.561897365939337,0,0.287022704069709
900,288.937014768477,0.148050126037198,0.00513941467677401,0,0,0,0,7.19450896160229e-06,0,0,0,0,0,0.557923836530648,0,0.288879428246418
900,289.160300862388,0.171769428125066,0.00582306797420565,0,0,0,0,3.42024313435557e-06,0,0,0,0,0,0.553148996267956,0,0.269255087389638
900,289.421611044556,0.200379342852977,0.00551491080185745,0,0,0,0,1.71405060883846e-06,0,0,0,0,0,0.503828997835281,0,0.290275034459275
900,289.748849630592,0.22202997838424,0.00548396954413584,0,0,0,0,5.97132436396193e-07,0,0,0,0,0,0.469750027104703,0,0.302735427834485
900,290.021244441116,0.231685816945088,0.0051572732894102,0,0,0,0,3.83522476384821e-07,0,0,0,0,0,0.444610427764779,0,0.318546098478246
900,290.361522939106,0.235218589671535,0.00397980514889988,0,0,0,0,3.98799580606514e-07,0,0,0,0,0,0.437863494498368,0,0.322937711881616
900,290.633962853992,0.261774092361719,0.00322458544578218,0,0,0,0,6.02897587952738e-07,0,0,0,0,0,0.40727282451369,0,0.32772789478122
800,290.891799046003,0.282918048361838,0.00243094763871907,0,0,0,0,5.40152261627878e-07,0,0,0,0,0,0.390237516405442,0,0.324412947441739
800,291.212117806763,0.290340666724932,0.00165674915647736,0,0,0,0,0.00305928332103145,0,0,0,0,0,0.336591150058779,0,0.36835215073878
800,291.413561864098,0.275691135032761,0.0016533151109518,0,0,0,0,0.0128972641491431,0,0,0,0,0,0.325397444742465,0,0.384360840964679
800,291.540170849547,0.256058755774397,0.00205403682096789,0,0,0,0,0.0117349121349144,0,0,0,0,0,0.334756540307955,0,0.395395754961765
800,291.637403207189,0.260530251222266,0.00227408927991036,0,0,0,0,0.0137106006080146,0,0,0,0,0,0.326367578754791,0,0.397117480135019
800,291.729268547506,0.27999142324663,0.00195701868201851,0,0,0,0,0.0160761563181918,0,0,0,0,0,0.346618604735852,0,0.355356797017307
700,291.760660890563,0.299379704673053,0.00200519733726958,0,0,0,0,0.0167541163194554,0,0,0,0,0,0.360124926392973,0,0.321736055277249
700,291.767987229671,0.324842125345477,0.00224745066081685,0,0,0,0,0.0168430411846549,0,0,0,0,0,0.339841177390433,0,0.316226205418619
700,291.742788694943,0.306287165802389,0.0111543243928394,0,0,0,0,0.0171933096726016,0,0,0,0,0,0.334304338926543,0,0.331060861205627
700,291.704665824446,0.294324521124916,0.0426144282111985,0,0,0,0,0.0150772486117176,0,0,0,0,0,0.317133905753322,0,0.330849896298846
800,291.641787727939,0.261529312063454,0.100403057459711,0,0,0,0,0.00952660843828874,0,0,0,0,0,0.307474684349404,0,0.321066337689142
800,291.61329895733,0.259432461502503,0.113244055896344,0,0,0,0,0.000334395372730525,0,0,0,0,0,0.320837436156867,0,0.306151651071555
800,291.487487439001,0.280236863685168,0.166672050066348,0,0,0,0,1.26382764475698e-10,0,0,0,0,0,0.255974317240647,0,0.297116768881455
800,291.410284719176,0.247708839537079,0.159595413021633,0,0,0,0,1.39745623915483e-21,0,0,0,0,0,0.266232322733379,0,0.326463424707909
900,291.290528701578,0.216240921621654,0.171436595236854,0,0,0,0,7.02381403701233e-32,0,0,0,0,0,0.275968962151724,0,0.336353520989768
1000,291.196093061787,0.225115240503323,0.17814519481919,0,0,0,0,1.95618571282872e-59,0,0,0,0,0,0.267836401116331,0,0.328903163561156
1100,291.137043263901,0.24259107758338,0.171613535355929,0,0,0,0,2.19733727924781e-49,0,0,0,0,0,0.272555492086539,0,0.313239894974151
1100,291.087893899244,0.269104292390938,0.137894810321,0,0,0,0,6.82877214916187e-46,0,0,0,0,0,0.285167701609658,0,0.307833195678405
1100,291.053889744432,0.305996343522151,0.11476029573,0,0,0,0,1.11644567797576e-73,0,0,0,0,0,0.290109148703041,0,0.289134212044809
1000,291.035302501456,0.326714994762454,0.0708572331868833,0,0,0,0,1.12006143699798e-117,0,0,0,0,0,0.305738251448631,0,0.296689520602033
1000,291.017119208988,0.353068349409422,0.0352177122733605,0,0,0,0,1.60590598546772e-214,0,0,0,0,0,0.312237362572637,0,0.29947657574458
1000,291.005609564112,0.412109898632892,0.0210874570365117,0,0,0,0,0,0,0,0,0,0,0.294877279204646,0,0.27192536512595
1000,290.998203976435,0.492950987282193,0.0150497400072832,0,0,0,0,0,0,0,0,0,0,0.257006974909806,0,0.234992297800718
1000,290.987698285018,0.526829907411137,0.0130977340663616,0,0,0,0,0,0,0,0,0,0,0.228167037521873,0,0.231905321000628
900,290.979586278769,0.526746359074751,0.00996058302288991,0,0,0,0,0,0,0,0,0,0,0.209353458786559,0,0.2539395991158
900,290.94396925604,0.505016516860688,0.00968439094873648,0,0,0,0,0,0,0,0,0,0,0.193087486720288,0,0.292211605470287
900,290.898832816713,0.484336688353726,0.0089964618780785,0,0,0,0,0,0,0,0,0,0,0.176428318146519,0,0.330238531621676
1000,290.831579862638,0.475095763106165,0.0115886343630449,0,0,0,0,0,0,0,0,0,0,0.148674934546171,0,0.364640667984619
1100,290.750089844403,0.472863772878338,0.0141149926075685,0,0,0,0,0,0,0,0,0,0,0.143582998927378,0,0.369438235586715
1000,290.671832535853,0.432406058285267,0.0134628756460206,0,0,0,0,0,0,0,0,0,0,0.163899037566324,0,0.390232028502388
1000,290.538650443271,0.376055772226776,0.0144888143179414,0,0,0,0,0,0,0,0,0,0,0.201177918891576,0,0.408277494563707
1100,290.432447833063,0.357063303011517,0.0174172108032798,0,0,0,0,0,0,0,0,0,0,0.202628421797826,0,0.422891064387377
1100,290.266438775787,0.372463021210698,0.0244957065887916,0,0,0,0,0,0,0,0,0,0,0.211779830988897,0,0.391261441211613
1100,290.081657342121,0.361495734383457,0.0366877413303837,0,0,0,0,0,0,0,0,0,0,0.230734321714949,0,0.37108220257121
1100,289.913070746541,0.379304976392537,0.0520304461814983,0,0,0,0,0,0,0,0,0,0,0.246974208405391,0,0.321690369020574
1200,289.737425357204,0.339436700688599,0.0838217972145028,0,0,0,0,0,0,0,0,0,0,0.273588884374313,0,0.303152617722585
1300,289.557465944692,0.286068751515707,0.137563440540311,0,0,0,0,0,0,0,0,0,0,0.306841999621759,0,0.269525808322224
1300,289.554301780693,0.272582304449683,0.146287489701534,0,0,0,0,0,0,0,0,0,0,0.299902746355472,0,0.281227459493311
1400,289.376175647418,0.252029544766107,0.21180350274546,0,0,0,0,0,0,0,0,0,0,0.310634411958849,0,0.225532540529584
1600,289.205727455471,0.23367001844367,0.310250023663546,0,0,0,0,1.30271594317037e-10,0,0,0,0,0,0.275549891605718,0,0.180530066156794
1700,289.126631792819,0.217518521109736,0.375244341331889,0,0,0,0,1.74919264711796e-09,0,0,0,0,0,0.249155447368031,0,0.158081688441151
1900,289.076044332804,0.195252072960491,0.426413554719456,0,0,0,0,1.52513069553984e-05,0,0,0,0,0,0.225770800204788,0,0.152548320808309
2100,289.079435841935,0.170463315047224,0.449552678550921,0,0,0,0,0.000644836000962031,0,0,0,0,0,0.21128515368844,0,0.168054016712453
2400,289.10193196212,0.141313552315166,0.456069214940876,0,0,0,0,0.00419862976426028,0,0,0,0,0,0.201144307071435,0,0.197274295908262
2300,289.087567545187,0.137657229264159,0.458154239170764,0,0,0,0,0.00276301592255654,0,0,0,0,0,0.203214946623353,0,0.198210569019166
2000,289.059045209112,0.154666440854313,0.450210207977823,0,0,0,0,0.000330496091804412,0,0,0,0,0,0.224316445318105,0,0.170476409757955
2000,289.058342638093,0.171612601237889,0.433283731230111,0,0,0,0,0.000268031931525175,0,0,0,0,0,0.235929719540327,0,0.158905916060148
1200,289.02356985416,0.204526391549247,0.200435402571357,0,0,0,0,0,0,0,0,0,0,0.430286205943732,0,0.164751999935664
1000,289.038408191774,0.181832851740654,0.116311320153932,0,0,0,0,0,0,0,0,0,0,0.507394994399,0,0.194460833706413
900,289.060936281799,0.156386567252368,0.079197111900981,0,0,0,0,0,0,0,0,0,0,0.547292436064436,0,0.217123884782215
900,289.095826276653,0.11557138520027,0.0587287731910047,0,0,0,0,0,0,0,0,0,0,0.585261945816016,0,0.240437895792709
900,289.144227554957,0.0720018678125418,0.0296801609396997,0,0,0,0,0,0,0,0,0,0,0.590570607631942,0,0.307747363615816
800,289.20298780947,0.0328593557293315,0.0138334272320187,0,0,0,0,0,0,0,0,0,0,0.538086262419111,0,0.415220954619539
800,289.255945491127,0.0201006720787091,0.00703024646800691,0,0,0,0,7.53873093809394e-08,0,0,0,0,0,0.46921120268153,0,0.503657803384444
700,289.296827009127,0.0121709461967072,0.00382568947585237,0,0,0,0,3.22706560317767e-06,0,0,0,0,0,0.432173876887979,0,0.551826260373859
700,289.318759243684,0.0380905311813249,0.00269963432948415,0,0,0,0,2.41554557973958e-05,0,0,0,0,0,0.343746462235435,0,0.615439216797958
700,289.320268505071,0.0724937789823777,0.00210716666955514,0,0,0,0,5.71184662261028e-05,0,0,0,0,0,0.262473352926931,0,0.66286858295491
700,289.319713893876,0.103714373482131,0.00147404993615846,0,0,0,0,0.000155195643571975,0,0,0,0,0,0.190035086349685,0,0.704621294588453
700,289.294183726746,0.131292229590707,0.00124842521436859,0,0,0,0,0.000370852761985435,0,0,0,0,0,0.111352357625594,0,0.755736134807345
700,289.242239039726,0.161682227645439,0.00105465037117823,0,0,0,0,0.00068178191934631,0,0,0,0,0,0.0378118240734721,0,0.798769515990565
700,289.169010492742,0.174636835051048,0.000762162688054519,0,0,0,0,0.000954158236981789,0,0,0,0,0,0.0258749442924209,0,0.797771899731495
700,289.087252149235,0.169151191781232,0.000476313519469808,0,0,0,0,0.0010353602925379,0,0,0,0,0,0.0254149006178191,0,0.803922233788941
700,289.018456079875,0.17798380541908,0.000140706013171007,0,0,0,0,0.000548970033790265,0,0,0,0,0,0.0242433927808209,0,0.797083125753137
700,288.931559579606,0.163353509624137,4.58034063229341e-05,0,0,0,0,0.000743880323552804,0,0,0,0,0,0.0340621236603912,0,0.801794682985596
700,288.853235284026,0.150076623872074,2.25486394105691e-05,0,0,0,0,0.00095477899746877,0,0,0,0,0,0.0496986468923126,0,0.799247401598734
600,288.797387124384,0.106035105989832,1.00436685918306e-05,0,0,0,0,0.00197327353231953,0,0,0,0,0,0.0792351849079784,0,0.812746391901278
600,288.730897565018,0.0649210864133027,4.57029444004491e-07,0,0,0,0,0.004847921544673,0,0,0,0,0,0.115844717084124,0,0.814385817928456
600,288.693458963399,0.0464575333753978,2.21190651842963e-06,0,0,0,0,0.0147507165246327,0,0,0,0,0,0.18055897820353,0,0.758230559989922
600,288.672179848991,0.00833353313366931,1.50339033511175e-07,0,0,0,0,0.0442487583783178,0,0,0,0,0,0.250364830224057,0,0.697052727924923
600,288.663120865694,0.0031062570696849,6.94968726289379e-07,0,0,0,0,0.119550482472343,0,0,0,0,0,0.33010994448789,0,0.547232621001355
600,288.667366580522,0.0228342549367555,4.11331271182831e-07,0,0,0,0,0.227752278407934,0,0,0,0,0,0.32150028634541,0,0.427912768978629
600,288.674644770634,0.0428938792463857,7.43889606216853e-07,0,0,0,0,0.332731069378074,0,0,0,0,0,0.291976969890417,0,0.332397337595517
700,288.6808344455,0.0837590702890752,1.16212738570165e-05,0,0,0,0,0.416291299501311,0,0,0,0,0,0.306442729205144,0,0.193495279730613
700,288.681142161718,0.116773063107831,7.87786195827954e-06,0,0,0,0,0.532893597315145,0,0,0,0,0,0.233155110900527,0,0.117170350814539
800,288.676014559021,0.112951110384848,2.77058479569338e-06,0,0,0,0,0.645395713689434,0,0,0,0,0,0.183832269284138,0,0.0578181360567845
800,288.669478711619,0.118528449695406,1.79560177725609e-06,0,0,0,0,0.716938190850126,0,0,0,0,0,0.143152438838907,0,0.0213791250137838
800,288.656446113663,0.150835369835868,6.89900957570392e-06,0,0,0,0,0.741816307542786,0,0,0,0,0,0.0933821517182085,0,0.0139592718935615
800,288.633095247793,0.154236529334366,7.68284645047716e-06,0,0,0,0,0.717687698372424,0,0,0,0,0,0.0984161352078619,0,0.0296519542388981
900,288.604973908963,0.170215840692343,2.30452901207492e-05,0,0,0,0,0.634563426203401,0,0,0,0,0,0.13591024857197,0,0.0592874392421652
900,288.571645818607,0.175822882143996,7.93661010371413e-06,0,0,0,0,0.52762600971998,0,0,0,0,0,0.197874162893359,0,0.0986690086325604
900,288.541035646749,0.144507408843177,6.13156785495844e-06,0,0,0,0,0.453707071381488,0,0,0,0,0,0.253795930324528,0,0.147983457882952
1000,288.494024115336,0.098896331128948,4.52014142741033e-06,0,0,0,0,0.368571267661023,0,0,0,0,0,0.327331227900126,0,0.205196653168475
1000,288.443422262042,0.0876577618465903,7.56124742865688e-06,0,0,0,0,0.259493613206684,0,0,0,0,0,0.406643193632787,0,0.24619787006651
1100,288.377261286247,0.0719066285797449,4.93007095220645e-06,0,0,0,0,0.152234798921126,0,0,0,0,0,0.47531170453193,0,0.300541937896247
1700,288.170517171136,0.0376185782911013,4.3961370766039e-14,0,0,0,0,0.0477971761662787,0,0,0,0,0,0.5456270610287,0,0.368957184513876
1700,288.130764786083,0.0341314755178685,1.71756381271627e-13,0,0,0,0,0.0174811434907894,0,0,0,0,0,0.541690968758587,0,0.406696412232583
1100,288.267765315735,0.0465800691623859,1.97985452017505e-05,0,0,0,0,0.00639113283989526,0,0,0,0,0,0.498483401878767,0,0.44852559757375
1000,288.254712257781,0.0480327580801066,0.000160243748412351,0,0,0,0,0.000292442901378273,0,0,0,0,0,0.490849068489133,0,0.460665486780969
1000,288.236108993103,0.0712551052831574,0.00133881561585798,0,0,0,0,5.53041993175449e-15,0,0,0,0,0,0.501998103221122,0,0.425407975879857
1000,288.20260825551,0.0793751413892994,0.00545184158117071,0,0,0,0,5.07367747889099e-22,0,0,0,0,0,0.483650539318528,0,0.431522477711001
1000,288.168033210771,0.0903728012955662,0.0140233340653048,0,0,0,0,2.7242444211811e-53,0,0,0,0,0,0.472563021084831,0,0.423040843554298
1000,288.135496805663,0.0927145754840228,0.0522120152904851,0,0,0,0,2.10744226756783e-63,0,0,0,0,0,0.455810394512059,0,0.399263014713433
1000,288.112471779465,0.101989542091978,0.112781198603505,0,0,0,0,3.54087105837151e-134,0,0,0,0,0,0.413606141838083,0,0.371623117466434
1100,288.087429871451,0.127751713148887,0.181747552046524,0,0,0,0,4.25702805275127e-85,0,0,0,0,0,0.364029137229461,0,0.326471597575127
1100,288.073168218105,0.183592350989456,0.215541630859374,0,0,0,0,5.07645256722745e-108,0,0,0,0,0,0.332716871290258,0,0.268149146860911
1300,288.046506151343,0.244022363603372,0.171192169681278,0,0,0,0,1.47796180885875e-171,0,0,0,0,0,0.338191734347945,0,0.246593732367406
1400,288.04969150621,0.306218281088296,0.165637790649554,0,0,0,0,1.13404164710893e-145,0,0,0,0,0,0.306890505588935,0,0.221253422673214
1500,288.042211654856,0.307714319241404,0.183952675988801,0,0,0,0,2.34699413435017e-177,0,0,0,0,0,0.300778041755206,0,0.207554963014589
1300,288.065733366388,0.376821511797562,0.166596650657978,0,0,0,0,0,0,0,0,0,0,0.272434468913911,0,0.184147368630548
1200,288.090380390674,0.435535172403478,0.176471754880879,0,0,0,0,0,0,0,0,0,0,0.241815024521197,0,0.146178048194446
1100,288.111183270944,0.475589875682875,0.155831658642916,0,0,0,0,0,0,0,0,0,0,0.240105678212303,0,0.128472787461907
1000,288.127222980174,0.467680485388236,0.120865166854882,0,0,0,0,0,0,0,0,0,0,0.280672171222585,0,0.130782176534298
1000,288.137505596526,0.51842967958288,0.0657999178057006,0,0,0,0,0,0,0,0,0,0,0.284349659651925,0,0.131420742959495
1000,288.148370464413,0.474958190544734,0.0546862533168546,0,0,0,0,0,0,0,0,0,0,0.325101878088901,0,0.14525367804951
900,288.171398632991,0.41822378994074,0.0229147501200163,0,0,0,0,0,0,0,0,0,0,0.386689392346677,0,0.172172067592567
800,288.193244960531,0.370312209580169,0.00282591746504511,0,0,0,0,0,0,0,0,0,0,0.438878024695692,0,0.187983848259094
800,288.199198106748,0.327403446832865,0.00131664989320503,0,0,0,0,0,0,0,0,0,0,0.457290134724062,0,0.213989768549869
800,288.205928012413,0.282115358588583,0.000399035009183196,0,0,0,0,0,0,0,0,0,0,0.489062437700668,0,0.228423168701566
800,288.206736413635,0.264923105744079,7.89527379183038e-06,0,0,0,0,0,0,0,0,0,0,0.479867663293017,0,0.255201335689112
800,288.198388659076,0.204203395781041,2.31912449159679e-07,0,0,0,0,0,0,0,0,0,0,0.51355529462549,0,0.28224107768102
800,288.181749875266,0.153816443253787,6.50804636353915e-11,0,0,0,0,0,0,0,0,0,0,0.554585298879537,0,0.291598257801596
800,288.183862335881,0.140191121371014,4.68292958457386e-11,0,0,0,0,0,0,0,0,0,0,0.576977585925761,0,0.282831292656396
800,288.144751750633,0.141489354884351,1.99577811593311e-16,0,0,0,0,0,0,0,0,0,0,0.60252966512349,0,0.255980979992159
800,288.112681366081,0.16585120176955,2.22218120386669e-17,0,0,0,0,0,0,0,0,0,0,0.597082617141141,0,0.237066181089309
700,288.060498106921,0.148966814724432,7.03875401453388e-11,0,0,0,0,0,0,0,0,0,0,0.653062932588787,0,0.197970252616393
700,288.007022334776,0.154202520789811,1.94447155316945e-08,0,0,0,0,0,0,0,0,0,0,0.681994275849254,0,0.163803183916219
700,287.952149339729,0.112981853673734,0.000897672141121078,0,0,0,0,0,0,0,0,0,0,0.761367784054888,0,0.124752690130257
700,287.892348213033,0.0613963665026345,0.000945073230767851,0,0,0,0,0,0,0,0,0,0,0.830242678805692,0,0.107415881460905
600,287.832027905942,0.0133111466336368,0.00090197289632654,0,0,0,0,0,0,0,0,0,0,0.903164635378785,0,0.0826222450912514
600,287.757163446379,0.0030741227559912,0.0020058023504882,0,0,0,0,0,0,0,0,0,0,0.952633622782218,0,0.0422864521113021
500,287.706758499262,0.0041233679893857,0.00204895704420293,0,0,0,0,0,0,0,0,0,0,0.977016277499671,0,0.0168113974667403
500,287.672766776607,0.00450333653479967,0.00167269561456246,0,0,0,0,0,0,0,0,0,0,0.980961819961625,0,0.0128621478890133
500,287.588062943544,0.00766297806814813,0.00214382870945158,0,0,0,0,0,0,0,0,0,0,0.954683515234523,0,0.0355096779878773
500,287.559744564721,0.00411319930051216,0.00114926659124716,0,0,0,0,0,0,0,0,0,0,0.973744734144292,0,0.0209927999639489
500,287.49230454335,0.00670662625650719,7.80492168803697e-05,0,0,0,0,0,0,0,0,0,0,0.891172264440103,0,0.102043060086509
500,287.44117623777,0.00296609377700153,0.000619732569565288,0,0,0,0,0,0,0,0,0,0,0.856756104932347,0,0.139658068721086
500,287.404378729018,0.00287400517361903,0.00189817036136207,0,0,0,0,0,0,0,0,0,0,0.807754453167228,0,0.187473371297791
500,287.373487997356,0.00921036495710428,0.0132002080612964,0,0,0,0,0,0,0,0,0,0,0.724098121925752,0,0.253491305055848
500,287.355419846033,0.0215188161288649,0.0369361248796943,0,0,0,0,0,0,0,0,0,0,0.656751634288942,0,0.284793424702499
500,287.341675584756,0.0245459281577285,0.0497115922926927,0,0,0,0,0,0,0,0,0,0,0.611129713754798,0,0.314612765794781
600,287.334639856183,0.0220194250491773,0.126936927934432,0,0,0,0,0,0,0,0,0,0,0.543279964946994,0,0.307763682069396
600,287.326601849353,0.0268375895484486,0.162986418991293,0,0,0,0,0,0,0,0,0,0,0.500069860005504,0,0.310106131454754
1900,287.106584517282,0.0104534782589998,0.183865031040636,0,0,0,0,0,0,0,0,0,0,0.469873058256327,0,0.335808432444037
2000,287.021086620541,0.0145698537430545,0.234028084573483,0,0,0,0,0,0,0,0,0,0,0.423566655070671,0,0.327835406612791
2100,286.889276046804,0.0328925382202666,0.408148318586953,0,0,0,0,0,0,0,0,0,0,0.267510964205739,0,0.291448178987041
2200,286.821111500533,0.0362705310254295,0.403434896187541,0,0,0,0,0,0,0,0,0,0,0.262080004116173,0,0.298214568670856
2400,286.70634267321,0.0729558839857073,0.426275570545002,0,0,0,0,0,0,0,0,0,0,0.222755844477636,0,0.278012700991654
2400,286.630612483966,0.112221427154321,0.403874908502277,0,0,0,0,0,0,0,0,0,0,0.211909469907583,0,0.27199419443582
2400,286.617177406687,0.112019245474748,0.410651839455392,0,0,0,0,0,0,0,0,0,0,0.21358836704694,0,0.263740548022921
2400,286.5726697416,0.169679522878574,0.388648682077073,0,0,0,0,0,0,0,0,0,0,0.194760128718003,0,0.246911666326351
2300,286.56592971765,0.177642896688488,0.395052182834176,0,0,0,0,0,0,0,0,0,0,0.191346786277603,0,0.235958134199733
2300,286.565338887209,0.201528994130571,0.393313418356305,0,0,0,0,0,0,0,0,0,0,0.175458171220053,0,0.229699416293071
2300,286.55690647989,0.237704841209024,0.382328406083188,0,0,0,0,0,0,0,0,0,0,0.163106753441552,0,0.216859999266236
2200,286.589086749157,0.250090913322159,0.368415543480169,0,0,0,0,0,0,0,0,0,0,0.164981815957409,0,0.216511727240263
2000,286.627190053204,0.309396340605658,0.348996803830312,0,0,0,0,0,0,0,0,0,0,0.137101775268812,0,0.204505080295218
1900,286.637475681248,0.350264329335583,0.341677106640254,0,0,0,0,0,0,0,0,0,0,0.11445457463616,0,0.193603989388003
1800,286.640734390137,0.425969725273024,0.296162242814547,0,0,0,0,0,0,0,0,0,0,0.0804999007952115,0,0.197368131117217
1600,286.657286757247,0.478157643137266,0.248582373160081,0,0,0,0,0,0,0,0,0,0,0.0533363662793033,0,0.219923617423349
1600,286.62120625854,0.48756982198741,0.201740218336741,0,0,0,0,0,0,0,0,0,0,0.0480028709976937,0,0.262687088678155
500,286.709630290574,0.229101391161451,0.00194063362354229,0,0,0,0,0,0,0,0,0,0,0.13051154889088,0,0.638446426324127
500,286.656149021721,0.150141293029377,0.00121112839415022,0,0,0,0,0,0,0,0,0,0,0.18454117678394,0,0.664106401792533
500,286.608832307384,0.0508364006023409,0.000379765027125067,0,0,0,0,0,0,0,0,0,0,0.22159020513766,0,0.727193629232874
500,286.574521854838,0.0298689527863444,0.00016949542500612,0,0,0,0,0,0,0,0,0,0,0.285540792180153,0,0.684420759608496
500,286.547272499065,0.0131635797563807,6.25536261085165e-05,0,0,0,0,0,0,0,0,0,0,0.305239417326805,0,0.681534449290706
500,286.534936573543,0.0053256317714308,2.14834984355087e-05,0,0,0,0,0,0,0,0,0,0,0.347085500976436,0,0.647567383753698
500,286.531341405181,0.00361555066310961,5.76936494547215e-06,0,0,0,0,0,0,0,0,0,0,0.450664578397537,0,0.545714101574408
500,286.518391776894,0.000729952788715563,0,0,0,0,0,0,0,0,0,0,0,0.545743699906431,0,0.453526347304853
500,286.521952981069,0.000389048630326607,2.2338589566835e-08,0,0,0,0,0,0,0,0,0,0,0.644912820271588,0,0.354698108759496
400,286.534806173103,0.000131264339246457,7.13987906772319e-08,0,0,0,0,0,0,0,0,0,0,0.71447503285753,0,0.285393631404433
400,286.555363821814,5.23685837364967e-05,2.3613845803659e-09,0,0,0,0,0,0,0,0,0,0,0.717567831450306,0,0.282379797604573
1200,286.594554649508,0.00742770656383217,2.84246036115855e-06,0,0,0,0,0,0,0,0,0,0,0.549952373417195,0,0.442617077558611
1300,286.592325268796,0.00419340377242204,8.61084901736179e-06,0,0,0,0,0,0,0,0,0,0,0.508416159699748,0,0.487381825678813
1400,286.576961093905,0.0102065117222773,0.00514828207005084,0,0,0,0,0,0,0,0,0,0,0.390150212628554,0,0.594494993579118
1500,286.554822878475,0.0333797995113708,0.0320559058090926,0,0,0,0,0,0,0,0,0,0,0.320262537728215,0,0.614301756951321
1700,286.474634496969,0.103293144553863,0.176803798322907,0,0,0,0,0,0,0,0,0,0,0.227551850699274,0,0.492351206423957
1700,286.42833183472,0.174735926567806,0.156524309424249,0,0,0,0,0,0,0,0,0,0,0.180959763024924,0,0.487780000983021
1800,286.350936257698,0.228610601509798,0.0555411216623867,0,0,0,0,0,0,0,0,0,0,0.155317540969912,0,0.560530735857903
1800,286.285581316293,0.217071907383739,0.0380682451966087,0,0,0,0,0,0,0,0,0,0,0.149295046317465,0,0.595564801102186
1800,286.233908070404,0.219045487778563,0.0348649070686792,0,0,0,0,0,0,0,0,0,0,0.156439504929818,0,0.58965010022294
600,286.551986030891,0.00154408029933008,0.000161960895309131,0,0,0,0,0,0,0,0,0,0,0.138021707489207,0,0.860272251316154
500,286.490282705267,0.00137940776901533,0.000119471605973816,0,0,0,0,0,0,0,0,0,0,0.117431354577349,0,0.881069766047662
500,286.475611097793,0.00136878880382088,7.47428773910627e-05,0,0,0,0,0,0,0,0,0,0,0.105052267900711,0,0.893504200418077
500,286.454004486283,0.00134528556780035,6.43232745139483e-05,0,0,0,0,0,0,0,0,0,0,0.0849594661458963,0,0.913630925011789
600,286.410002223461,0.00129018431492923,4.80703218118744e-05,0,0,0,0,0,0,0,0,0,0,0.0769566552639489,0,0.92170509009931
600,286.366354695145,0.00132220624480598,2.50103026661214e-05,0,0,0,0,0,0,0,0,0,0,0.0994551851984971,0,0.899197598254031
