"f80","LST_MODIS","land_cover_NLCD_Open.water","land_cover_NLCD_Perennial.ice..snow","land_cover_NLCD_Developed..open.space","land_cover_NLCD_Developed..low.intensity","land_cover_NLCD_Developed..medium.intensity","land_cover_NLCD_Developed..high.intensity","land_cover_NLCD_Barren.land","land_cover_NLCD_Deciduous.forest","land_cover_NLCD_Evergreen.forest","land_cover_NLCD_Mixed.forest","land_cover_NLCD_Dwarf.shrub","land_cover_NLCD_Shrub..scrub","land_cover_NLCD_Sedge..herbaceous","land_cover_NLCD_Woody.wetlands","land_cover_NLCD_Emergent.herbaceous.wetlands"
900,289.673493063929,0.425346606980077,2.51261979191996e-05,0,0,0,0,0.000110689438120229,0,0,0,0,0,0.227596474760839,0,0.346921102623044
900,289.682688565271,0.406473880682243,1.83278750117884e-05,0,0,0,0,9.02233127256614e-05,0,0,0,0,0,0.232235069037983,0,0.361182499092036
800,289.684747956234,0.425645122551015,4.5675502443935e-06,0,0,0,0,3.14310933370786e-05,0,0,0,0,0,0.262821799645176,0,0.311497079160227
700,289.694575387137,0.398372676861636,5.61703507265178e-06,0,0,0,0,2.32769655219178e-05,0,0,0,0,0,0.332355995453276,0,0.269242433684494
700,289.703479369784,0.366398013803314,2.53650005526327e-07,0,0,0,0,7.92502765067536e-06,0,0,0,0,0,0.376757636164111,0,0.256836171354919
700,289.72646007405,0.307022593477175,0,0,0,0,0,1.19836726678559e-05,0,0,0,0,0,0.470579898840506,0,0.222385524009652
700,289.749225404719,0.228134845547886,0,0,0,0,0,2.35641346648018e-05,0,0,0,0,0,0.519555425223655,0,0.252286165093794
600,289.771206944763,0.156972533443901,0,0,0,0,0,4.26134057364805e-05,0,0,0,0,0,0.602298491937432,0,0.240686361212931
600,289.79377827923,0.0976287405818927,0,0,0,0,0,4.97473718120047e-05,0,0,0,0,0,0.672710989184115,0,0.229610522862181
700,289.818003735593,0.0891130232482952,0,0,0,0,0,6.25295607071131e-05,0,0,0,0,0,0.716773888465559,0,0.194050558725439
700,289.834312279893,0.142476256426071,0,0,0,0,0,0.000847820421091018,0,0,0,0,0,0.66595232239005,0,0.190723600762788
700,289.853734041005,0.191863188852524,5.38079983262611e-08,0,0,0,0,0.00919646926384743,0,0,0,0,0,0.601163561198279,0,0.197776726877351
700,289.859506778154,0.226228168922277,1.14839242531394e-07,0,0,0,0,0.0652398747459946,0,0,0,0,0,0.509671149044365,0,0.198860692448121
800,289.86602517539,0.240593546974326,7.74652083435322e-09,0,0,0,0,0.109150596911221,0,0,0,0,0,0.445994916092617,0,0.204260932275315
800,289.873723055383,0.258290062510574,1.11351726935985e-08,0,0,0,0,0.12017760331686,0,0,0,0,0,0.415564809056211,0,0.205967513981182
800,289.859942764296,0.234538063570864,1.13668573699068e-07,0,0,0,0,0.17025730081416,0,0,0,0,0,0.416525850376567,0,0.178678671569836
800,289.831627451426,0.226192596606287,0,0,0,0,0,0.209291164493235,0,0,0,0,0,0.408496078402947,0,0.15602016049753
800,289.810004393885,0.206416405741261,0,0,0,0,0,0.221384469040001,0,0,0,0,0,0.422525354685021,0,0.149673770533717
800,289.785399344727,0.154016079220138,0,0,0,0,0,0.253939738343744,0,0,0,0,0,0.440672056197499,0,0.151372126238619
800,289.757368889366,0.130375105627528,0,0,0,0,0,0.283800632974398,0,0,0,0,0,0.438939539389883,0,0.146884722008191
800,289.732131692134,0.122916464961555,0,0,0,0,0,0.292911036436882,0,0,0,0,0,0.451836794140896,0,0.132335704460667
700,289.699654282839,0.122284261689588,0,0,0,0,0,0.30192462570613,0,0,0,0,0,0.442520675341912,0,0.13327043726237
700,289.677609301687,0.126682081803342,0,0,0,0,0,0.325460839185787,0,0,0,0,0,0.418517366449943,0,0.129339712560928
700,289.669921474053,0.14031206030841,0,0,0,0,0,0.367111740200202,0,0,0,0,0,0.377293134588108,0,0.11528306490328
700,289.657750257516,0.136082125085414,0,0,0,0,0,0.355246430160971,0,0,0,0,0,0.374009029674205,0,0.134662415079411
700,289.669314963964,0.175049164249414,9.37099364272372e-13,0,0,0,0,0.351287611992726,0,0,0,0,0,0.332360925322248,0,0.141302298434676
700,289.707023450412,0.20074100766135,6.14191841289731e-08,0,0,0,0,0.345979841635296,0,0,0,0,0,0.305888333357215,0,0.147390755926954
700,289.749110804919,0.212345286271402,4.783860013207e-07,0,0,0,0,0.337916112516964,0,0,0,0,0,0.254130298224514,0,0.195607824601119
700,289.799456673678,0.226049157605772,1.82010806172828e-06,0,0,0,0,0.339821975719998,0,0,0,0,0,0.232940272184181,0,0.201186774381988
700,289.904774172817,0.256847652382506,2.65826861574376e-06,0,0,0,0,0.30591263972731,0,0,0,0,0,0.235846255925689,0,0.20139079369588
700,289.987018536171,0.269202238746659,9.86395715588684e-06,0,0,0,0,0.253288645202824,0,0,0,0,0,0.251010214941895,0,0.226489037151467
800,290.090583590631,0.272522635292733,1.3488346888913e-05,0,0,0,0,0.178098911479134,0,0,0,0,0,0.310828549400302,0,0.238536415480942
800,290.152346135661,0.277054892615725,1.94534199161435e-05,0,0,0,0,0.102102576284523,0,0,0,0,0,0.404693057187571,0,0.216130020492264
900,290.197736891215,0.243548096880628,7.88074675279519e-06,0,0,0,0,0.0513316375686325,0,0,0,0,0,0.50088901277274,0,0.204223372031247
900,290.225693297852,0.209658170222272,2.00675730869744e-06,0,0,0,0,0.0398170492316344,0,0,0,0,0,0.577634187304066,0,0.172888586484719
1000,290.228663356832,0.174505362528971,8.78074051572746e-07,0,0,0,0,0.0325837334591734,0,0,0,0,0,0.637592376950095,0,0.155317648987709
1000,290.200831149871,0.151887590339205,2.01230092847314e-07,0,0,0,0,0.0172330414244946,0,0,0,0,0,0.709807114679693,0,0.121072052326514
1000,290.140764625618,0.113767120648385,1.25759366039753e-06,0,0,0,0,0.0110359988772,0,0,0,0,0,0.755660386168615,0,0.11953523671214
1000,290.077157263356,0.0979328743780547,2.6594577895271e-06,0,0,0,0,0.00102114246405187,0,0,0,0,0,0.793381215260948,0,0.107662108439156
1200,290.027877289032,0.0546734772771958,1.56798126170733e-05,0,0,0,0,3.88524895072339e-05,0,0,0,0,0,0.836628467737797,0,0.108643522682883
1200,289.960527145334,0.0255494998050087,7.20872019176837e-05,0,0,0,0,3.7261381366972e-06,0,0,0,0,0,0.86209122778708,0,0.112283459067857
1300,289.940060065298,0.0260383170654092,8.17793971178781e-05,0,0,0,0,2.66445750023339e-06,0,0,0,0,0,0.864321771668891,0,0.109555467411082
1200,289.891771296092,0.0240239314825044,0.00163195075762214,0,0,0,0,8.72346159100842e-07,0,0,0,0,0,0.853428756312439,0,0.120914489101275
1200,289.838609742005,0.0407260215878612,0.0118832378284974,0,0,0,0,2.05443217414752e-07,0,0,0,0,0,0.807737925328334,0,0.13965260981209
1200,289.792856293352,0.0595043603929263,0.0172569355334771,0,0,0,0,1.1752342189113e-98,0,0,0,0,0,0.776732771118708,0,0.146505932954889
1400,289.732689537837,0.0982304494804464,0.0237177338156667,0,0,0,0,3.13385839157103e-319,0,0,0,0,0,0.726374293041854,0,0.151677523662033
1600,289.605635008743,0.151801270112868,0.0299285119995364,0,0,0,0,0,0,0,0,0,0,0.658138092488639,0,0.160132125398956
1700,289.538016905467,0.177515632948058,0.0378728461911059,0,0,0,0,3.03935005243949e-08,0,0,0,0,0,0.612293615749509,0,0.172317874717827
1600,289.537677657816,0.176397423932901,0.0305921476731667,0,0,0,0,4.64710206527959e-25,0,0,0,0,0,0.613876644691925,0,0.179133783702007
1500,289.532782713679,0.193571488829005,0.0303099892934906,0,0,0,0,1.83747666051641e-21,0,0,0,0,0,0.584586848041635,0,0.191531673835869
1600,289.472226436655,0.181902985146087,0.0311705471848895,0,0,0,0,3.53936584875356e-23,0,0,0,0,0,0.608606703530209,0,0.178319764138815
1700,289.340009686841,0.192490028134037,0.0296652481415255,0,0,0,0,5.09005893361561e-18,0,0,0,0,0,0.589478536244702,0,0.188366187479736
1700,289.274171289761,0.18293273276371,0.0153582193885081,0,0,0,0,4.02453313369645e-19,0,0,0,0,0,0.590492839484277,0,0.211216208363505
1700,289.205838912781,0.169502872695067,0.00874771118116536,0,0,0,0,8.43689208906419e-17,0,0,0,0,0,0.590435866635204,0,0.231313549488564
1700,289.143725073812,0.153713979066667,0.00669860643736574,0,0,0,0,7.95258239296598e-12,0,0,0,0,0,0.579668668224331,0,0.259918746263684
1600,289.080662428503,0.126211795633504,0.00382241194847556,0,0,0,0,5.73942939505751e-08,0,0,0,0,0,0.563337100715286,0,0.306628634308442
1500,289.039324776632,0.0781955490337368,0.0016639184178859,0,0,0,0,0.000558667008578336,0,0,0,0,0,0.594050175744486,0,0.325531689795313
1700,288.910690847061,0.0759327245962788,0.00155241444412863,0,0,0,0,0.00345321402292951,0,0,0,0,0,0.625896472360052,0,0.293165174576611
1700,288.912231208793,0.0760617276875119,0.00152323052430647,0,0,0,0,0.00336262398170276,0,0,0,0,0,0.62556778877855,0,0.293484629027929
1700,288.870497049757,0.0745303199967434,0.00708387344853861,0,0,0,0,0.00853372614738568,0,0,0,0,0,0.623361386593308,0,0.286490693814025
1600,288.839740330251,0.0686550964671011,0.0155394024787207,0,0,0,0,0.0118954712442885,0,0,0,0,0,0.613666443341719,0,0.29024358646817
1600,288.810658612547,0.0630473446373659,0.0209671185621853,0,0,0,0,0.0128088844509063,0,0,0,0,0,0.606250213881354,0,0.296926438468188
1500,288.782897416843,0.0740491278104705,0.0215231383045301,0,0,0,0,0.0125523664934817,0,0,0,0,0,0.592606465326482,0,0.299268902065036
1500,288.753883032803,0.0974523806527574,0.0192511855771656,0,0,0,0,0.0111446530443336,0,0,0,0,0,0.560895898652648,0,0.311255882073096
1500,288.724994882813,0.120231823883134,0.019191591813665,0,0,0,0,0.0105109814812804,0,0,0,0,0,0.5524478870187,0,0.29761771580322
1300,288.739386549618,0.127003108854027,0.0172146596250998,0,0,0,0,0.010854829828002,0,0,0,0,0,0.550332923485239,0,0.294594478207632
1100,288.751089856199,0.112133617426044,0.015358416516429,0,0,0,0,0.010191263183673,0,0,0,0,0,0.553969014841546,0,0.308347688032308
1000,288.743236516884,0.0986257820196509,0.0147464948070993,0,0,0,0,0.0085624820376766,0,0,0,0,0,0.570349901166386,0,0.307715339969188
1000,288.726526923167,0.0863921826604254,0.0146025056976447,0,0,0,0,0.0037808555639398,0,0,0,0,0,0.598479933760949,0,0.296744522317041
900,288.696645324394,0.0627032238330372,0.0109654642250505,0,0,0,0,0.00110687998193069,0,0,0,0,0,0.633028016792054,0,0.292196415167928
800,288.679877663325,0.0321573159141489,0.00478222475548281,0,0,0,0,0.000234369733082742,0,0,0,0,0,0.678363328638289,0,0.284462760958997
800,288.649900530017,0.0238441689102432,0.00400519963459056,0,0,0,0,0.000118846643863638,0,0,0,0,0,0.695218725785232,0,0.276813059026071
800,288.618866289512,0.0171578055395309,0.00350018743634674,0,0,0,0,4.10522743044921e-05,0,0,0,0,0,0.726804567931121,0,0.252496386818697
700,288.592540297102,0.0140919480024263,0.00328475490247914,0,0,0,0,2.36387913180609e-05,0,0,0,0,0,0.747799965866106,0,0.23479969243767
800,288.552403549431,0.0167699760266763,0.00541934689570129,0,0,0,0,1.00550891425874e-06,0,0,0,0,0,0.739994866683322,0,0.237814804885386
800,288.518822893509,0.0138976406998277,0.00492264779908936,0,0,0,0,2.22053139692074e-08,0,0,0,0,0,0.795505599070398,0,0.185674090225371
800,288.501923015958,0.00710517777523153,0.00337370293120067,0,0,0,0,1.92660655467269e-08,0,0,0,0,0,0.83674579610779,0,0.152775303919712
800,288.471479265385,0.00536993179286969,0.00208427350291929,0,0,0,0,8.09328096305381e-08,0,0,0,0,0,0.85282879318424,0,0.139716920587162
800,288.444186212539,0.00525849502699852,0.00191676152947395,0,0,0,0,3.62781924394321e-08,0,0,0,0,0,0.848619985316535,0,0.1442047218488
800,288.404870477189,0.0063890033859512,0.00230402470137944,0,0,0,0,1.28074998668959e-08,0,0,0,0,0,0.849550842777371,0,0.141756116327798
800,288.37483061234,0.00694547059284272,0.00451435834798635,0,0,0,0,7.16594796173606e-10,0,0,0,0,0,0.853874538247863,0,0.134665632094713
900,288.334548327584,0.010932322066936,0.0121561516348963,0,0,0,0,2.67169587946617e-13,0,0,0,0,0,0.827813494729125,0,0.149098031568776
900,288.294590578069,0.0236402586802918,0.0314661945600145,0,0,0,0,8.08791759922839e-25,0,0,0,0,0,0.79133927634166,0,0.153554270418033
1000,288.254598045029,0.0488411861143838,0.0673381682998562,0,0,0,0,2.83442873650534e-34,0,0,0,0,0,0.747719688254474,0,0.136100957331286
1000,288.214907284644,0.0850981529268656,0.113881431809151,0,0,0,0,1.66509487689e-58,0,0,0,0,0,0.673352086009668,0,0.127668329254315
1100,288.171155686789,0.120279506585294,0.174243640436882,0,0,0,0,1.88111804445315e-116,0,0,0,0,0,0.59466132055122,0,0.110815532426604
1300,288.062120440501,0.153499107813548,0.25138922757688,0,0,0,0,0,0,0,0,0,0,0.496852502100125,0,0.0982591625094469
1700,287.951090046332,0.202352107291022,0.278767196563469,0,0,0,0,0,0,0,0,0,0,0.42010906344107,0,0.098771632704439
2000,287.912356978273,0.217535103878998,0.259427074815329,0,0,0,0,0,0,0,0,0,0,0.402724516684016,0,0.120313304621657
2300,287.865556975556,0.248323401339069,0.249810959643159,0,0,0,0,2.67863953934984e-05,0,0,0,0,0,0.37269729228205,0,0.129141560340329
2100,287.846869380641,0.247182957762055,0.256116261088042,0,0,0,0,3.08277327431557e-07,0,0,0,0,0,0.381371435536128,0,0.115329037336448
1600,287.903174599225,0.229918198142159,0.276917264177603,0,0,0,0,0,0,0,0,0,0,0.416533355803482,0,0.0766311818767568
1600,287.876990253255,0.223973623321895,0.246007008315534,0,0,0,0,0,0,0,0,0,0,0.449562973323668,0,0.0804563950389036
1600,287.861270849685,0.224128202941932,0.215969754218639,0,0,0,0,0,0,0,0,0,0,0.46811610820419,0,0.0917859346352395
1500,287.850903177544,0.190790611241847,0.183180589622448,0,0,0,0,0,0,0,0,0,0,0.528747038371916,0,0.0972817607637887
1400,287.832221214777,0.170307074471254,0.143058206254391,0,0,0,0,0,0,0,0,0,0,0.57290427176797,0,0.113730447506385
1400,287.84474713166,0.167992797547701,0.132033681800061,0,0,0,0,0,0,0,0,0,0,0.589296737615149,0,0.11067678303709
1300,287.802112843985,0.147624657072536,0.101365028186599,0,0,0,0,0,0,0,0,0,0,0.620515886520316,0,0.130494428220548
1300,287.754922903482,0.130423346088307,0.0576940153227011,0,0,0,0,0,0,0,0,0,0,0.679091581675976,0,0.132791056913017
1200,287.701684946871,0.096559642695219,0.0368269710721492,0,0,0,0,0,0,0,0,0,0,0.731568336938865,0,0.135045049293766
1200,287.607974659768,0.0775249031290808,0.0371959380880351,0,0,0,0,0,0,0,0,0,0,0.716707194635292,0,0.168571964147592
1300,287.51730942804,0.0762789673091426,0.0522773262682645,0,0,0,0,0,0,0,0,0,0,0.681202654443305,0,0.190241051979288
1400,287.432707704761,0.0953380949398559,0.078148834537624,0,0,0,0,0,0,0,0,0,0,0.621137312430666,0,0.205375758091854
1600,287.374498938772,0.131105483158202,0.110560526368774,0,0,0,0,0,0,0,0,0,0,0.535042312024107,0,0.223291678448917
1600,287.340233021556,0.133807915803383,0.143703872634542,0,0,0,0,0,0,0,0,0,0,0.490814004163316,0,0.23167420739876
1600,287.324345751043,0.128399828414294,0.17380378755375,0,0,0,0,2.80901585055509e-09,0,0,0,0,0,0.464883457730588,0,0.232912923492352
1700,287.337764376724,0.126461021797807,0.210270813711573,0,0,0,0,2.69440734412109e-08,0,0,0,0,0,0.443420249367582,0,0.219847888178964
1700,287.367619561243,0.124750063227335,0.240635860220348,0,0,0,0,6.26648610489696e-08,0,0,0,0,0,0.430589318502634,0,0.204024695384822
1800,287.416836182234,0.121279751913238,0.235193790936675,0,0,0,0,1.33724880487088e-07,0,0,0,0,0,0.432735962895663,0,0.210790360529542
1900,287.492440871219,0.112341663299134,0.216856611602598,0,0,0,0,1.68027590372341e-07,0,0,0,0,0,0.465111440203059,0,0.205690116867617
2000,287.560811477907,0.0991847687557903,0.216939014092042,0,0,0,0,2.15932780082244e-06,0,0,0,0,0,0.477233134185953,0,0.206640923638415
2100,287.659368368529,0.0910442210264805,0.187891902582094,0,0,0,0,2.87000732676504e-05,0,0,0,0,0,0.514331591925105,0,0.206703584393053
2200,287.746627674042,0.084996963096682,0.170403060899353,0,0,0,0,6.56536828575425e-05,0,0,0,0,0,0.534212367504952,0,0.210321954816156
2200,287.736096436942,0.089667218544454,0.181173827221944,0,0,0,0,8.29525932499801e-05,0,0,0,0,0,0.519724758857037,0,0.209351242783315
2200,287.818150774947,0.0785466040922642,0.15626771229613,0,0,0,0,9.74188358264228e-05,0,0,0,0,0,0.554022882914659,0,0.211065381861121
1800,287.711622771434,0.0720450636346864,0.166219534635939,0,0,0,0,7.31136572722915e-06,0,0,0,0,0,0.545117959855494,0,0.216610130508152
1600,287.754683409781,0.0581737825623257,0.161316236329855,0,0,0,0,2.65056168149239e-05,0,0,0,0,0,0.555499323130165,0,0.22498415236084
1400,287.850833854594,0.0490576871667363,0.135049169477399,0,0,0,0,3.48202359731102e-05,0,0,0,0,0,0.569371686458207,0,0.246486636661684
1300,287.981160091722,0.0374678989350079,0.105114049231821,0,0,0,0,2.89543169833009e-05,0,0,0,0,0,0.583577454580764,0,0.273811642935424
1200,288.164738866555,0.0261516574748258,0.0741396849605746,0,0,0,0,2.66753049399492e-05,0,0,0,0,0,0.607654978116055,0,0.292027004143605
1100,288.457111852683,0.0170368289471102,0.0502035900061455,0,0,0,0,1.58453384545664e-05,0,0,0,0,0,0.614026516585231,0,0.318717219123059
1000,288.708492314569,0.00958492511118145,0.03803438541323,0,0,0,0,2.99817356605293e-06,0,0,0,0,0,0.614558920072111,0,0.337818771229912
900,289.005786118125,0.00463805402036544,0.03171890829993,0,0,0,0,2.08137092216845e-06,0,0,0,0,0,0.590609878258753,0,0.373031078050029
900,289.284102112978,0.00745842791420491,0.0249616055849025,0,0,0,0,1.57156340656616e-06,0,0,0,0,0,0.577917469060824,0,0.389660925876663
800,289.615128604443,0.00671746173417694,0.0237509169837478,0,0,0,0,1.0480837137175e-21,0,0,0,0,0,0.533175645805968,0,0.436355975476107
800,289.824452351592,0.00668823656889698,0.036228846473808,0,0,0,0,9.72351984570147e-12,0,0,0,0,0,0.485308538715703,0,0.471774378231869
800,289.983649319825,0.00734924701776171,0.0507992959898167,0,0,0,0,6.37736046980546e-09,0,0,0,0,0,0.441828614763857,0,0.500022835851204
800,290.102779267021,0.0141643544316888,0.0920638118433195,0,0,0,0,2.57618745992216e-06,0,0,0,0,0,0.360092328053595,0,0.533676929483937
800,290.159759497201,0.036181813372812,0.147325079049822,0,0,0,0,2.01554811080552e-05,0,0,0,0,0,0.27634248095264,0,0.540130471143618
800,290.175845913954,0.0773665194627134,0.205825019714698,0,0,0,0,8.3095686392234e-05,0,0,0,0,0,0.203859514006583,0,0.512865851129613
800,290.156530027452,0.125094345141153,0.234545592975635,0,0,0,0,0.000124110881795491,0,0,0,0,0,0.168509500592374,0,0.471726450409043
800,290.120861509818,0.175980404583152,0.260521906438674,0,0,0,0,0.000187640186902642,0,0,0,0,0,0.163831562117718,0,0.399478486673553
900,290.093458503268,0.200152280347517,0.264184783969005,0,0,0,0,0.000284926704947414,0,0,0,0,0,0.188089298511453,0,0.347288710467077
900,290.074523936239,0.236543980972687,0.237254300970561,0,0,0,0,0.00047922759577035,0,0,0,0,0,0.21150857747449,0,0.314213912986492
900,290.054942904122,0.225960292400742,0.206378631986723,0,0,0,0,0.000691389075780318,0,0,0,0,0,0.262880261243329,0,0.304089425293426
900,290.052984007193,0.257499317153058,0.206232322330741,0,0,0,0,0.000812105034004026,0,0,0,0,0,0.254101023907341,0,0.281355231574856
900,290.026657029054,0.216901228596551,0.159960184948128,0,0,0,0,0.000873178106237534,0,0,0,0,0,0.356378856485859,0,0.265886551863225
800,290.013897677906,0.196244790089423,0.13724974947219,0,0,0,0,0.000758964582466,0,0,0,0,0,0.425444043097734,0,0.240302452758187
