"u_star2_x","u_star2_y","F_H_kin","F_H_en","F_H_kin_v_0","F_LE_kin","F_LE_en","F_CH4_kin","F_CH4_mass"
-0.242605843362206,-0.11554411064652,-0.142477922023907,-0.142477922023907,-0.138992563126664,0.271534680389071,0.271534680389071,0.209641531021827,0.209641531021827
-0.232022017151238,-0.0721047603269095,-0.110896523562612,-0.110896523562612,-0.108012832465274,0.263872756334666,0.263872756334666,0.204717614520799,0.204717614520799
-0.212143041854888,-0.036677088753106,-0.0909669401004411,-0.0909669401004411,-0.0885308148342377,0.260783414952703,0.260783414952703,0.159286394825578,0.159286394825578
-0.1824624607077,0.00614418354469894,-0.0693975984318556,-0.0693975984318556,-0.0675045112508999,0.264262338849336,0.264262338849336,0.116116183281731,0.116116183281731
-0.130544139381994,0.0242497274423327,-0.0326472806178274,-0.0326472806178274,-0.0317378328853169,0.264483476253766,0.264483476253766,0.136677622333183,0.136677622333183
-0.0818414759367054,0.0223613076659646,-0.000420464769253645,-0.000420464769253645,-0.000408589189485992,0.258426628805333,0.258426628805333,0.136497708648232,0.136497708648232
-0.0600221131407033,0.0276981005447897,0.00649100159012037,0.00649100159012037,0.00630646217369375,0.258389759520556,0.258389759520556,0.11693139890345,0.11693139890345
-0.0263391713202685,0.0416276419158905,0.0158401046007832,0.0158401046007832,0.0153849148668829,0.283845626617859,0.283845626617859,0.137753045049006,0.137753045049006
-0.0198650683855825,0.0535906049138612,0.0272405834921684,0.0272405834921684,0.0264474894817563,0.285769741334385,0.285769741334385,0.127607827596297,0.127607827596297
-0.00657677239503136,0.0646439672433182,0.0360640240076581,0.0360640240076581,0.0349994604766221,0.292469236574429,0.292469236574429,0.116983595578613,0.116983595578613
0.0215369944189194,0.0646087776416643,0.0460571003796903,0.0460571003796903,0.0446689552134868,0.301466790015657,0.301466790015657,0.0846776450325467,0.0846776450325467
0.0270539934274779,0.0534097544882778,0.0581384982959349,0.0581384982959349,0.0563573223254562,0.306647988962695,0.306647988962695,0.079962037775942,0.079962037775942
0.0245076165245648,0.0412973621023882,0.0563043911323046,0.0563043911323046,0.0545656138855608,0.294856210682849,0.294856210682849,0.0613917213062255,0.0613917213062255
-0.00254988965576611,0.000722104940001803,0.0589485349883965,0.0589485349883965,0.0570955408276615,0.271938154299385,0.271938154299385,0.0895336911877756,0.0895336911877756
-0.0347304321986217,0.00551740366205295,0.0529186565770327,0.0529186565770327,0.0512278448288667,0.241079076893746,0.241079076893746,0.0948942657850694,0.0948942657850694
-0.0640620211371097,0.0177580162461766,0.0489309851104237,0.0489309851104237,0.0473349862198307,0.263658760563546,0.263658760563546,0.0212697818355143,0.0212697818355143
-0.0898557240505491,0.0295934778103402,0.0396795194615948,0.0396795194615948,0.0383679292380677,0.256799784942363,0.256799784942363,0.0357026493181018,0.0357026493181018
-0.122876680765834,0.0262981284927868,0.0341040235163309,0.0341040235163309,0.0329587352873071,0.185175100409983,0.185175100409983,-0.00159423868662237,-0.00159423868662237
-0.136388314063762,0.0209664247899787,0.0392773612885364,0.0392773612885364,0.0379467043401845,0.184750459128663,0.184750459128663,-0.0643215346427795,-0.0643215346427795
-0.161039089930965,0.0368257020674923,0.043140543842442,0.043140543842442,0.0416557207615652,0.172825388010941,0.172825388010941,-0.0898835387210068,-0.0898835387210068
-0.16363346776166,0.051372206522209,0.0462443734000903,0.0462443734000903,0.0446315199561112,0.163387411700237,0.163387411700237,-0.0581041822828509,-0.0581041822828509
-0.147216002484211,0.0362416257805569,0.0454715250429464,0.0454715250429464,0.0438559480724079,0.146694220195181,0.146694220195181,0.0184613714503472,0.0184613714503472
-0.135188804564883,0.0338703604381804,0.0381777848336427,0.0381777848336427,0.0368049776695768,0.143419821682585,0.143419821682585,0.0285828067573029,0.0285828067573029
-0.136977595757284,0.021013680250145,0.0243144009433085,0.0243144009433085,0.0234252024985504,0.157761986240544,0.157761986240544,-0.0299896753836463,-0.0299896753836463
-0.148034038543642,0.00493890403894951,0.0199627560862533,0.0199627560862533,0.019224607808209,0.136783923722326,0.136783923722326,-0.0379262806167473,-0.0379262806167473
-0.155064712073443,-0.0108610400532757,0.0219279219203669,0.0219279219203669,0.0211090346879437,0.130202614998959,0.130202614998959,-0.0459857166116253,-0.0459857166116253
-0.159239764851179,-0.0379740361387505,0.0320114749962375,0.0320114749962375,0.0308019477365811,0.145136745095359,0.145136745095359,-0.0341458479783497,-0.0341458479783497
-0.163551726808736,-0.0543666033381087,0.0275260299365139,0.0275260299365139,0.0264746020314749,0.125406581227649,0.125406581227649,0.0454404208500543,0.0454404208500543
-0.1756438341779,-0.0951985442850428,0.023131406843826,0.023131406843826,0.0222392055287004,0.0697260904594976,0.0697260904594976,0.186082942399058,0.186082942399058
-0.177418325318236,-0.122636322135655,0.0308983216227204,0.0308983216227204,0.0297000195538878,0.0684312414028485,0.0684312414028485,0.249693141008639,0.249693141008639
-0.192888396506067,-0.148636711696084,0.020381376038671,0.020381376038671,0.0195814225831772,0.0466968722317028,0.0466968722317028,0.204730859855058,0.204730859855058
-0.180114061330623,-0.148917009424092,0.021439683192951,0.021439683192951,0.0205910004107213,0.0472114931779589,0.0472114931779589,0.214708661073978,0.214708661073978
-0.144178313201861,-0.142813587281239,0.0179342233092896,0.0179342233092896,0.0172188519163035,0.039938760819845,0.039938760819845,0.238959105316282,0.238959105316282
-0.117759939995413,-0.150395298208902,0.016238114414159,0.016238114414159,0.0155802230187754,0.0522277829517754,0.0522277829517754,0.263345962537104,0.263345962537104
-0.0932887756790828,-0.157623482670427,0.0132015823586452,0.0132015823586452,0.0126581697587252,0.0625108967092675,0.0625108967092675,0.332118483955021,0.332118483955021
-0.0634255297770231,-0.165255917576967,0.00692334318072893,0.00692334318072893,0.00663394760253516,0.063359011103205,0.063359011103205,0.364034406781263,0.364034406781263
-0.0341046159112562,-0.17031426084507,0.00887067634610226,0.00887067634610226,0.00849459643482643,0.0842850077879498,0.0842850077879498,0.362770846582045,0.362770846582045
0.0145080839433681,-0.169889296075381,0.00401217551142374,0.00401217551142374,0.0038385591884904,0.118152609134291,0.118152609134291,0.293683762194434,0.293683762194434
0.0330499649628356,-0.178154095878385,-0.0060076493930579,-0.0060076493930579,-0.00574360905161876,0.156999316512226,0.156999316512226,0.199186430462128,0.199186430462128
0.0224443849877569,-0.182208947672255,-0.00760814902596611,-0.00760814902596611,-0.00727014809631068,0.171525878061652,0.171525878061652,0.163488724002872,0.163488724002872
-0.01342315917024,-0.153274586942535,-0.0123075617395955,-0.0123075617395955,-0.0117549157734905,0.180042982885387,0.180042982885387,0.216888471242382,0.216888471242382
-0.0432027548780232,-0.135250660558552,-0.000661597154923676,-0.000661597154923676,-0.00063165419832919,0.207906492451507,0.207906492451507,0.181557711232819,0.181557711232819
-0.0523142906888855,-0.120897110762578,0.00399131749868087,0.00399131749868087,0.00381014117929611,0.230082584903985,0.230082584903985,0.17578976815809,0.17578976815809
-0.0656604373139136,-0.0899783204560664,0.00832446467312983,0.00832446467312983,0.00794404362834072,0.235391978228056,0.235391978228056,0.17872487059745,0.17872487059745
-0.0763310346771056,-0.0704190604848467,0.00410093508645996,0.00410093508645996,0.00391275354866904,0.218501815350257,0.218501815350257,0.151684109828431,0.151684109828431
-0.101508067557174,-0.0358980616030665,-0.00331828815788879,-0.00331828815788879,-0.00316555943003896,0.194221382376434,0.194221382376434,0.093357593663756,0.093357593663756
-0.132868932144178,-0.00982472113991482,-0.0159778792461696,-0.0159778792461696,-0.0152425973626112,0.171754199008948,0.171754199008948,0.0811642701545395,0.0811642701545395
-0.16505022871092,0.0147626704272982,-0.0279309567926832,-0.0279309567926832,-0.0266481042204674,0.153618776604071,0.153618776604071,0.059088660283368,0.059088660283368
-0.182374348809615,0.0299350313299469,-0.0419421978159901,-0.0419421978159901,-0.0400175066251257,0.118541478834513,0.118541478834513,0.0631343036321105,0.0631343036321105
-0.177646800156709,0.0445104013761401,-0.0473684398546116,-0.0473684398546116,-0.0451958361383991,0.0853702772586644,0.0853702772586644,0.0612539243778067,0.0612539243778067
-0.165420351129126,0.0425462558389223,-0.029647705141673,-0.029647705141673,-0.0282846241860211,0.100731327446389,0.100731327446389,0.0255250130851179,0.0255250130851179
-0.172708796070098,0.0414169282734135,-0.0273129451334732,-0.0273129451334732,-0.0260574256660977,0.0622769847693021,0.0622769847693021,0.0438802507702804,0.0438802507702804
-0.205648372542051,0.00958501860759019,-0.0211726024778514,-0.0211726024778514,-0.0201981802540843,0.0611360538862212,0.0611360538862212,0.0383291469827906,0.0383291469827906
-0.233341648011748,-0.0119894622627605,-0.0025794953022097,-0.0025794953022097,-0.00246087652874953,0.102551365792609,0.102551365792609,0.0912259389821113,0.0912259389821113
-0.23607887210271,-0.0215918893732821,0.00311718363734389,0.00311718363734389,0.0029737886649636,0.116861635490015,0.116861635490015,0.0442380661610133,0.0442380661610133
-0.231714890077021,-0.0137264260052517,0.00758648053393429,0.00758648053393429,0.00723728236979547,0.142222838960474,0.142222838960474,0.0439901917794495,0.0439901917794495
-0.235524188858267,-0.00337836603965511,0.0177190562339798,0.0177190562339798,0.0169027824150835,0.162848595448006,0.162848595448006,0.028927148078303,0.028927148078303
-0.252631474182053,0.0152127910950661,0.039764887669326,0.039764887669326,0.0379333636088716,0.206687056995731,0.206687056995731,0.0644306967576139,0.0644306967576139
-0.269116771967899,0.0463374459534384,0.0628828876488551,0.0628828876488551,0.0599881836732854,0.241510589579002,0.241510589579002,0.104109421505708,0.104109421505708
-0.289216114282664,0.0804378920000165,0.0830235314803323,0.0830235314803323,0.0791931520613794,0.266995109144667,0.266995109144667,0.0864258229103532,0.0864258229103532
-0.301716378787789,0.104309929271544,0.0872708929952057,0.0872708929952057,0.0832307801409847,0.311465492200412,0.311465492200412,0.0545852796743453,0.0545852796743453
-0.312476231325468,0.151447180132987,0.0793404585999794,0.0793404585999794,0.0756770377481583,0.304211666080889,0.304211666080889,0.0317010699093789,0.0317010699093789
-0.310374493201185,0.182881428285687,0.0765757067755614,0.0765757067755614,0.0730450793923289,0.292195187928813,0.292195187928813,0.01678048656911,0.01678048656911
-0.310594255717841,0.221116090448908,0.0874558573871468,0.0874558573871468,0.083424906063557,0.311979487288102,0.311979487288102,0.0345019078118925,0.0345019078118925
-0.325856152759317,0.243619261920887,0.10568716772577,0.10568716772577,0.100826249354623,0.32180962897779,0.32180962897779,0.0689920228568499,0.0689920228568499
-0.319160413609899,0.24764782664445,0.118319533404522,0.118319533404522,0.112885466106893,0.293719907224237,0.293719907224237,0.0857045694492977,0.0857045694492977
-0.294758930657753,0.244612889760439,0.146203640121206,0.146203640121206,0.139482821630586,0.272878377051018,0.272878377051018,0.110195967530672,0.110195967530672
-0.28490291110651,0.248004241435956,0.144542034397436,0.144542034397436,0.137868239542378,0.286021059909065,0.286021059909065,0.0678199793981562,0.0678199793981562
-0.28477047558926,0.250476903465068,0.150772172190172,0.150772172190172,0.143804144560931,0.299971425484643,0.299971425484643,0.080329879960158,0.080329879960158
-0.2887959920419,0.238487931358582,0.157035705150859,0.157035705150859,0.149788125840363,0.310958491656255,0.310958491656255,0.0825565191986379,0.0825565191986379
