"u_hor","w_hor","T_air","u_star","F_H_kin"
12.0178015906456,15.1388443911832,157.558695193963,19.3290497586556,158.284323420624
10.054148115588,8.60383263014207,194.656232281664,13.2329826667188,194.846284804254
7.16890560696026,1.02383887125413,225.471067876225,7.24164716316648,225.473392433075
3.03498674235715,10.1656821999499,271.838897254878,10.6090640075674,272.028908675785
7.15905876466009,31.1193830915402,462.070025361005,31.9322427398061,463.116750227324
26.1802000829361,63.1482988263662,53619.1953761696,68.360153020942,53619.2325616051
29.8402433897553,79.803148645143,3831.29059517014,85.1996634925199,3832.12162739818
32.7343179879549,84.1993358578499,1731.59361366768,90.3386059945556,1733.63951588951
22.2523662704005,66.7533666789412,1159.16042482414,70.364620141128,1161.08091985074
16.2299851375243,54.4824083573295,964.179810083078,56.8484409458963,965.717887890794
16.0376564655804,45.7858067537825,831.722629450013,48.5133643958311,832.981916033798
21.3464184598041,46.0737683765313,721.746264682488,50.7785556458169,723.215363993007
31.6970763718168,56.3956723718887,740.221230996504,64.6929402083272,742.366447706425
236.437412012118,284.119172041217,728.016668192604,369.630022752989,781.493424852473
54.0390908803088,72.3501635157819,777.765362849864,90.3037624018548,781.123233433586
29.0093599227392,42.6348497992276,811.194378142775,51.5681430781614,812.314009203243
18.5828289831775,31.1665146584465,970.186954513866,36.2859913599337,970.687425665361
7.94522378502013,27.1445496272055,1064.4728075922,28.283443133004,1064.81885063972
1.77529769237591,25.4313982304189,939.688305902993,25.4932873096176,940.032376180092
1.45771930118124,18.6869624201358,876.825017774261,18.7437325539126,877.024124160405
3.34163279871875,17.610190216884,831.394930954199,17.9244333030729,831.581415145753
1.27724166441399,25.7696163013818,812.40319151256,25.8012493997822,812.811797837675
5.68884107414925,29.8539832519794,909.415490319842,30.3911702436151,909.905376591263
7.39422045507097,28.4124733183485,1265.01291165547,29.3588681015474,1265.33194668242
5.70249727389151,23.2306182470683,1476.89129315174,23.9202863548864,1477.07398372985
4.77139256835798,19.428821074027,1384.78819403071,20.0061309444864,1384.92448220658
5.6561931611792,13.5869260477852,1076.20417357717,14.7172375296641,1076.28993667336
6.30081280058714,8.03425212698504,1234.25623284491,10.2102619549161,1234.28238159821
1.08830705688835,1.80088668072956,1356.74699812406,2.10418751229593,1356.74819333268
0.216475816108812,1.98861209129196,1132.48617895262,2.00035992476168,1132.48792492316
1.46401416935375,9.44173359861812,1381.96742456093,9.55456282805984,1381.99967759798
0.937247284676636,7.66574224692625,1351.14468494613,7.72282569199536,1351.16643063035
6.56533469416618,0.690361500509772,1502.53628461826,6.60153153804541,1502.53644321642
9.9114690858969,4.65098720016448,1636.81016527272,10.9484657088007,1636.81677313682
12.6459113518047,7.33172709770355,1936.17689873,14.6175680656156,1936.19078021717
14.6658386477026,10.9380957592785,3055.46796103805,18.2955940619482,3055.4875393084
16.7575450317913,13.5732652766303,2718.84754182326,21.5649912070997,2718.88142242516
20.0920763125819,14.2177522443665,5508.94541552606,24.6137361941011,5508.96376242615
16.4373438262563,10.6514024384047,1999.27144447832,19.5866956367688,1999.29981770628
13.1194615991413,10.8185719116438,1414.10142814296,17.0047573007895,1414.14281123731
18.131949891413,20.2634262231718,260.025936665626,27.1914333783021,260.814290599917
22.0997869332133,21.8149894745975,32398.9592485925,31.053089190453,32398.9665928672
25.4277576553096,24.9801867430415,6429.93229924419,35.6452042930657,6429.98082287913
32.2509843685561,32.9510736207227,3260.56286572939,46.1074749416961,3260.72936237066
34.6727912080911,35.6313620067552,6105.5841422241,49.7171641248404,6105.68811123995
32.684838666803,29.1872106217709,5615.58624771577,43.8199947804031,5615.66209798973
23.0577956533127,14.3162548256226,852.124280319351,27.1406907174834,852.24453313706
14.3626192212857,1.13193526364144,668.393499737302,14.4071547620174,668.394458212005
10.5486823598785,5.02092881125084,509.999556029162,11.6826549061958,510.024270869603
11.9702064824646,5.46327967970095,470.531138673578,13.1580115553783,470.562854341811
18.5453833158507,5.39096410486469,706.664319803341,19.3130457544058,706.684882657822
15.6970952457896,5.85208608328226,743.624271327772,16.7524837167966,743.647297997704
10.1374322180335,12.9331009025194,893.313569185897,16.4326696227354,893.407184877423
