"u_star2_xy","u_star2_x","u_star2_y","u_star","F_H_kin","F_H_kin_v_0","F_LE_kin","F_CH4_kin","F_H_en","F_LE_en","F_CH4_mass"
0.0268006243025372,-0.0322839196116974,0.0175981741173765,0.191752013285085,-0.00512716602046266,-0.00461384788103449,0.000226154968619807,1.05877266908963e-08,-6.35742264246973,10.1006344880767,0.611377690039119
0.0299619086161771,-0.0271504542964657,0.0201949846508857,0.183950049426456,-0.004072289266501,-0.00354978568298626,0.000227724539609126,1.05472923350583e-08,-5.04955376409894,10.1707918512357,0.609042848595605
0.031160775101751,-0.0221881987367002,0.021076375644039,0.174936485475562,-0.00342746076513296,-0.00288803951291623,0.000232206991244857,8.46052950160465e-09,-4.25003777851343,10.3710254395123,0.488544815540659
0.0330636971159154,-0.0154947790730558,0.0222548031452998,0.164674235705502,-0.00274110661691397,-0.002179405416926,0.000247298421465259,6.52648186392272e-09,-3.39899391081294,11.045089257464,0.376865168750353
0.0370639089552685,-0.00958119108351614,0.0176213299684925,0.141625135971187,-0.00133041002161553,-0.000746730464408013,0.00025362358712895,8.36859281889508e-09,-1.64967928613775,11.3276407153232,0.483236023734278
0.0393524342159401,-0.00527172617079128,0.0115462673923445,0.112662365038056,-1.72545670852689e-05,0.000581414211965262,0.000247137949074105,8.51870407383217e-09,-0.0212829181642669,11.0379942460375,0.491904048039365
0.0409387301198444,-0.00221724416427731,0.00964354057108865,0.0994743819956583,0.000265216890166765,0.000863478747641905,0.000243180866520667,7.31493177099284e-09,0.329004500448894,10.8613036210622,0.42239342018421
0.0394321145571367,0.00298335179961245,0.00716524556713676,0.0880994670180214,0.000637122731075077,0.00123856808497726,0.000259210970183362,8.59123480141307e-09,0.79023671367281,11.5773601847527,0.496092262372796
0.038751005361037,0.00510310828146089,0.0072168937744889,0.0940151585213549,0.00106296218933735,0.00166046950012523,0.000252398346368125,7.8067910464331e-09,1.31833768557032,11.2731329052223,0.450795342185233
0.0376170595630558,0.0075381419729291,0.00619380707804441,0.0987743582157554,0.00136248940725646,0.00195789495425908,0.000250242726728807,6.91253019407864e-09,1.68980573834644,11.1769004616855,0.399157143526877
0.0354027683460715,0.00915788393137425,0.00235883548190164,0.097246046091417,0.00163539028557404,0.00222351159422339,0.00024371255280003,4.73424553015339e-09,2.0282471956608,10.8852818979279,0.273374273893177
0.0341305576800105,0.00783221880719458,0.000644447574107269,0.0886492367441502,0.00196941668322977,0.00254856069472769,0.000237802320638448,4.25845448489846e-09,2.44249066608235,10.6213408827342,0.245900195775976
0.0340942866299041,0.00618467051922914,1.49722712024736e-05,0.0786427914188517,0.00187844336362265,0.00244752711807698,0.000225731115815334,3.24908627235976e-09,2.3296621808424,10.0821895413119,0.187615237711142
0.0309029767884337,-6.08647670505718e-05,0.000310122733450362,0.0177774848782217,0.00188865944957526,0.00243705397439298,0.000200719878423808,4.59557982906458e-09,2.34235331219291,8.96510160388896,0.265367161649505
0.0285667226274821,-0.00116307786194896,0.00400958025939317,0.0646131824583874,0.00166527987339452,0.00219011010452298,0.000175762494392669,4.65599895794734e-09,2.06536706806768,7.85039345882051,0.268856003827711
