"u_hor","v_hor","w_hor","T_air","T_air_0","T_v_0","FD_mole_H2O","FD_mole_CH4","u_star2_x","u_star2_y","F_H_en","F_LE_en","F_CH4_mass","u_star"
18.5033108146755,18.5033108146755,18.5033108146755,35.9519845333967,18.5033108146755,34.4407342843274,40.99428638174,24.671224633762,114.042268793675,316.017346345183,167.162466339549,94.7049036571549,119.569523009465,108.680795166308
18.4427383887753,18.4427383887753,18.4427383887753,27.3293966716111,18.4427383887753,25.7501514658146,42.8202745352728,26.7357395855913,126.875307543345,459.160343483838,243.367156635101,98.8175442768218,106.962627371704,154.783986086904
17.3511097892515,17.3511097892515,17.3511097892515,29.1831706984736,17.3511097892515,27.4035382019107,41.3934350703724,26.7535942882298,142.405390361186,924.031228753286,303.739915727377,100.464483521641,136.165543825624,125.902877293004
15.139817499983,15.139817499983,15.139817499983,34.5590922531552,15.139817499983,33.5102947422857,38.4313644811437,23.6390966077486,181.222122466893,5716.02504725932,342.875677357307,98.3655834200317,181.559176008733,608.379488682948
18.1215633148393,18.1215633148393,18.1215633148393,36.5900344149595,18.1215633148393,37.5898500513825,36.5169219370551,29.1867221109019,243.191315113588,1234.0100785078,815.636230525701,97.5349720450527,183.918279624467,314.983800648737
18.491019549257,18.491019549257,18.491019549257,32.4226945805476,18.491019549257,34.7772011309196,41.2319981134723,29.5504749051748,387.891021042073,1651.45235160859,71770.6425142629,85.5164826816708,207.140843776038,264.147122770154
17.9728890495431,17.9728890495431,17.9728890495431,29.1741022036344,17.9728890495431,30.6056733617174,40.9376868642873,30.6956104339732,542.357915426889,1344.54780533693,4213.62456583162,87.5447950038041,245.717223216802,283.033415165609
17.5079494750178,17.5079494750178,17.5079494750178,27.0988613120932,17.5079494750178,27.6705021984519,39.4238830905377,32.5849871017678,1225.33490474988,844.477504282326,1428.9454700802,107.685791531981,214.828409172289,347.866723988221
17.592538383787,17.592538383787,17.592538383787,27.4280863591177,17.592538383787,26.9699745719945,36.8384210449503,32.0746006906436,1695.32883592945,646.820563205142,1096.99622899763,102.057620307912,236.498330750101,362.200050471126
17.9793091171224,17.9793091171224,17.9793091171224,28.8122325738014,17.9793091171224,29.2374614090799,32.5202158250726,31.4075082696256,4728.62292360537,580.705614803859,868.246151575074,99.6137572144504,259.340428488652,660.378102575544
18.5322709451671,18.5322709451671,18.5322709451671,29.4173140311942,18.5322709451671,30.6151940170926,38.1124725827885,30.5081051741672,1304.76840200677,561.729084403424,620.334381940759,102.748351994418,358.631643075396,359.886453448763
18.5388343552008,18.5388343552008,18.5388343552008,30.9446777635255,18.5388343552008,32.6293878488377,38.9875754780453,29.8148066982837,1016.52052120268,586.773837055907,360.422081412671,103.802655334198,354.450439477518,306.747405293226
18.4159256786245,18.4159256786245,18.4159256786245,31.8520191209753,18.4159256786245,33.5254735003001,38.5700477766656,28.3160585547147,1184.65554157652,686.133018848098,358.5979220636,107.917491492088,429.032825797953,337.824072347917
17.9890682420405,17.9890682420405,17.9890682420405,32.44985197001,17.9890682420405,33.992592426075,37.2916385519904,29.8655640478041,14826.7716518067,41175.1289488587,339.513135504835,124.151150510151,259.055450817537,1825.42748567503
17.3707141593109,17.3707141593109,17.3707141593109,32.3138401993039,17.3707141593109,33.2821481085683,34.3167932332046,26.9472876163869,848.959605066112,5782.91386082319,380.745744424947,136.466346742772,292.839631137792,440.418031473735
16.52184679112,16.52184679112,16.52184679112,32.2004045338435,16.52184679112,32.9508925533456,30.8796737339763,26.5510918661242,555.382853831606,1854.94416719988,436.037298057688,100.785404805516,1227.87433168846,408.24932342194
17.2118830863088,17.2118830863088,17.2118830863088,34.6786593886624,17.2118830863088,35.8196380966682,36.8346905052254,27.8205764863478,436.50402591194,1097.55813344271,547.61804982843,116.317888008777,737.632230740114,325.665375201354
18.7769404688487,18.7769404688487,18.7769404688487,35.5058848251181,18.7769404688487,36.4271557378903,38.2422548364538,31.3495640082122,308.886335152826,1218.16332723405,776.819489971819,151.731947278541,17049.2932608241,343.041050550197
19.1937323150722,19.1937323150722,19.1937323150722,36.1334341338344,19.1937323150722,36.4699475556165,36.9986800584037,30.1185143276441,259.15023482596,1499.44708061684,677.252476588125,155.744179471704,459.435960110793,347.643055591186
17.1085108207136,17.1085108207136,17.1085108207136,36.7425359983298,17.1085108207136,36.6966368648637,28.4444233953839,32.5503108308415,210.144937597637,843.26507835427,630.550678835111,156.571378874412,319.52728525028,281.032873787854
16.707334906837,16.707334906837,16.707334906837,36.1155518715812,16.707334906837,35.9005424504702,25.3417047941703,32.5001760338204,205.275971934079,542.541752950066,592.520848817834,165.618020330901,478.080656209107,232.718941752629
18.7667361959211,18.7667361959211,18.7667361959211,26.6060017213841,18.7667361959211,26.2600008283332,26.8908591356894,33.9316479758371,226.015322209573,982.673998302348,617.862647391147,187.998775219132,1598.55573053187,299.70819062001
19.326478067816,19.326478067816,19.326478067816,23.2876813857771,19.326478067816,23.1370287889954,27.8533294360194,31.3754996149764,238.148767175076,1090.76412465794,815.310047836133,203.902371616227,1145.74450679921,324.556860307572
18.611573901553,18.611573901553,18.611573901553,21.9465589429818,18.611573901553,22.0647483577997,27.4890634690827,28.7316321120685,241.431744483521,1690.11606307709,1440.81889970671,159.694359061212,957.321354754723,391.591826288336
17.071648613958,17.071648613958,17.071648613958,22.4055503559152,17.071648613958,22.507775446951,29.8997155222623,29.8589949249766,225.907667914133,7420.17896251831,1686.77684844387,189.210905549783,732.950933918548,681.966587595712
14.9546966257128,14.9546966257128,14.9546966257128,22.7188177036195,14.9546966257128,22.7794170242711,31.6718595034588,22.4167006908038,222.438213374549,3571.34271741218,1455.59152006067,221.684067343728,595.00439382796,574.651710897309
18.3369290900566,18.3369290900566,18.3369290900566,28.8683198188293,18.3369290900566,29.3407233818545,35.2204520140826,20.8466779512034,227.300133215364,1012.52480811959,1124.08106791942,245.054657828443,840.384685117119,257.498995706739
18.9403453418606,18.9403453418606,18.9403453418606,28.0564667627458,18.9403453418606,28.5062094090728,35.6255625240428,22.0195111697369,224.504639997156,664.251343025317,1316.58333269025,260.593415410983,555.040093948896,249.88748534976
16.8515189425038,16.8515189425038,16.8515189425038,26.6000979474782,16.8515189425038,26.8884219374986,33.1779949905829,22.4676429363927,192.082854246641,293.053574186593,1326.43675015252,434.238815798712,163.987010728964,152.033086625413
16.993296882895,16.993296882895,16.993296882895,26.0543854236191,16.993296882895,26.1116573331537,31.1342853828732,24.7352714254885,175.308840104282,255.250155244451,881.158666687492,387.913042059504,128.654919198098,135.006417502144
16.4895073174748,16.4895073174748,16.4895073174748,27.2097545958781,16.4895073174748,27.4312327877668,33.6448638990943,25.6161633438481,174.443952926279,220.540755457417,1414.29720133426,535.000685029175,152.355760108801,130.941755997426
