"u_hor","v_hor","w_hor","T_air","T_air_0","T_v_0","FD_mole_H2O","FD_mole_CH4","u_star2_x","u_star2_y","F_H_en","F_LE_en","F_CH4_mass","u_star"
0.179896631867451,0.179896631867451,0.179896631867451,0.790831437620138,0.179896631867451,0.712624017388135,1.10222356894676,0.332998814625856,0.402629286913062,0.808239270487467,0.301702094068265,0.337323437015424,0.328943980023709,6.04093375395885
0.178661319365773,0.178661319365773,0.178661319365773,0.417552828123204,0.178661319365773,0.365840892622875,1.23774316532858,0.397591607342122,0.465267005055321,0.644634081470722,0.400523318753818,0.349223112133563,0.246116669208953,6.31160733451712
0.157224570543776,0.157224570543776,0.157224570543776,0.484139753389215,0.157224570543776,0.420091004044504,1.13068985340343,0.398182652511343,0.498214043236729,0.684568993555405,0.42398373546405,0.353480173734548,0.245309268366264,6.73143101079845
0.118446573274924,0.118446573274924,0.118446573274924,0.7185275219558,0.118446573274924,0.667469152490533,0.93346178187829,0.303378615221793,0.622179554229306,0.746990456689199,0.306133186607164,0.346772865720097,0.233765886260775,7.28729204399841
0.172192403483288,0.172192403483288,0.172192403483288,0.825765034886122,0.172192403483288,0.882933106299019,0.821702125466268,0.484273735268358,0.576259926249792,0.512312359079274,0.393581000920413,0.340963780584128,0.339977804013889,6.53288145638459
0.1796455700294,0.1796455700294,0.1796455700294,0.617402676188652,0.1796455700294,0.729502925526085,1.11910133493669,0.498131228013868,0.583087938452449,0.844264440326947,0.522634229615643,0.244758601426245,0.441395531359695,6.97099638332873
0.169243869886227,0.169243869886227,0.169243869886227,0.483797746519737,0.169243869886227,0.53987048462448,1.09823728020421,0.54353655014635,0.620642811807815,0.861842865027014,0.41825946184196,0.257288194364257,0.460200685575467,7.47701227352521
0.160209157878698,0.160209157878698,0.160209157878698,0.409725134125634,0.160209157878698,0.429314622483996,0.99605787906987,0.624693818582182,0.610293677027743,0.747173107552662,0.276098780235674,0.492539879749798,0.489184163020361,7.76376918781275
0.161832016814394,0.161832016814394,0.161832016814394,0.420933625881375,0.161832016814394,0.405391133719135,0.839685967738088,0.601971757081999,0.675120461216315,0.721270485184749,0.510593772576142,0.442386575472278,0.513123401180692,7.38346193213515
0.169370595446659,0.169370595446659,0.169370595446659,0.470283780922483,0.169370595446659,0.486190702542905,0.621776474199065,0.573175149085818,0.560169866119176,0.875389922270105,0.568295041838826,0.43955785871418,0.520889451444968,7.21845401362797
0.180488966603475,0.180488966603475,0.180488966603475,0.493027338275473,0.180488966603475,0.540257750294422,0.914046544472513,0.535912930690306,0.444230089326461,0.805204930847198,0.46030726705217,0.502235395985959,0.525932078217556,6.64081269567612
0.180623366064465,0.180623366064465,0.180623366064465,0.553780161422953,0.180623366064465,0.626699385362003,0.968129289772924,0.50836987526021,0.423094133640946,0.568410371386016,0.233238267019434,0.532848172575715,0.449882896423662,6.2732949664183
0.178116056416344,0.178116056416344,0.178116056416344,0.59225130139207,0.178116056416344,0.668188264481831,0.942009152614934,0.452172066869802,0.47817445927402,0.452002544710164,0.215575911409488,0.536436341638122,0.383006590472743,6.78854154548378
0.169563333888095,0.169563333888095,0.169563333888095,0.61861843290123,0.169563333888095,0.69060047825082,0.865563441448687,0.510352337485496,0.89572648906898,0.505176401300314,0.211523184743912,0.624393426825154,0.288630667041993,6.65380980321023
0.157595901272794,0.157595901272794,0.157595901272794,0.612546908937862,0.157595901272794,0.656729020896197,0.706481190445194,0.404631373311583,0.4949262994755,0.594606348259334,0.214707632264432,0.597953197924121,0.429106571997647,6.21757435155763
0.141966171151144,0.141966171151144,0.141966171151144,0.60751616025373,0.141966171151144,0.641361635546476,0.55109373237798,0.391512669617214,0.767110632591247,0.64062810298336,0.242646675106505,0.364109797920795,0.377258741519365,7.61953244896065
0.154601638165375,0.154601638165375,0.154601638165375,0.724528672316351,0.154601638165375,0.783731441925428,0.839475531974546,0.43455806628886,0.973037328121413,0.61935779195264,0.252545195178898,0.474715548807148,0.383946702938002,7.74167228950901
0.185537931722847,0.185537931722847,0.185537931722847,0.767095894962261,0.185537931722847,0.816735176589493,0.921908236230476,0.570721093460608,0.887742850119137,0.599767040537512,0.389099558048775,0.427813109208448,0.412489674263678,7.61676498385131
0.194323863434222,0.194323863434222,0.194323863434222,0.800646520436453,0.194323863434222,0.819099998198286,0.848765368132724,0.520311577871097,0.741912488075235,0.574178008150866,0.392466766692904,0.451412772965362,0.495835054595303,6.96005279236781
0.152670232240476,0.152670232240476,0.152670232240476,0.834290362561378,0.152670232240476,0.831717216778494,0.456811911451316,0.623130743688801,0.662783156369143,0.557436410681373,0.412368110196379,0.395230066286671,0.462658230797432,7.23679206011079
0.145303469610002,0.145303469610002,0.145303469610002,0.799675045530685,0.145303469610002,0.788065838321201,0.353176908523749,0.62087587081495,0.650527080013154,0.435059378697251,0.41899307657383,0.396601335882946,0.431448153778184,6.59007159763387
0.185325758680785,0.185325758680785,0.185325758680785,0.393314039057711,0.185325758680785,0.382052506690918,0.402745687057151,0.687645177077255,0.639862730516526,0.771546699787063,0.443229879641828,0.416082330319172,0.496441872262355,8.40979146343216
0.197171504607845,0.197171504607845,0.197171504607845,0.293682017706646,0.197171504607845,0.289584314186738,0.435708042921548,0.571818595679067,0.594546971899047,0.844490861055968,0.560406443423237,0.475302849458592,0.631498846927704,9.03200617237366
0.182116699630743,0.182116699630743,0.182116699630743,0.258428810180924,0.182116699630743,0.261426122001904,0.42303150398139,0.467308991201256,0.632844231425131,0.767192388032567,0.741987224711198,0.339378224083149,0.466029372010198,8.35746494186797
0.151984799904231,0.151984799904231,0.151984799904231,0.270186140705762,0.151984799904231,0.272847907686142,0.511689207615232,0.510095463522383,0.647389494010664,0.828947409721948,0.674873445452383,0.362467369770851,0.433070811597067,7.56934204241982
0.115473663860478,0.115473663860478,0.115473663860478,0.278393349791829,0.115473663860478,0.279998256594453,0.584466119589905,0.270475707184537,0.69509777172143,0.955458920195363,0.594791061072443,0.463292370076667,0.417669749856951,9.40747768841807
0.176515120027611,0.176515120027611,0.176515120027611,0.472361376710003,0.176515120027611,0.490107975054748,0.752198623968785,0.231521155060972,0.779741661270721,0.932884509347736,0.791536148960918,0.75101835443939,0.46537088891841,8.15491786509486
0.188954578780622,0.188954578780622,0.188954578780622,0.44288556525467,0.188954578780622,0.4590565640535,0.773408950105035,0.260276434863378,0.806272856919253,0.796654141039279,0.805722208734053,0.617557005284074,0.348705298670257,8.66197806574887
0.147927609935397,0.147927609935397,0.147927609935397,0.393120102297691,0.147927609935397,0.402664372190591,0.651868456007411,0.271801036854971,0.65426805874219,0.432881029252865,0.542659902826659,0.523725072477191,0.515636684684608,6.0525422687453
0.150533644887283,0.150533644887283,0.150533644887283,0.375460122452094,0.150533644887283,0.3772889252795,0.561668728835714,0.334893978110284,0.540646390825782,0.558992415449299,0.41359990949651,0.389300491746501,0.563052441640139,6.46079518269587
0.14138874897038,0.14138874897038,0.14138874897038,0.413478301824245,0.14138874897038,0.421041708378125,0.673864507257635,0.361655137210423,0.645432319733983,0.617471685403456,0.470546636431034,0.341467372198215,0.537937573011252,7.00919638815231
0.142006451369849,0.142006451369849,0.142006451369849,0.464660490738316,0.142006451369849,0.472114786549273,0.669895157804595,0.365472389418699,0.577164492121411,0.799248311963262,0.547627062659878,0.317224601128568,0.6766370806252,7.21426169888365
0.124008582962143,0.124008582962143,0.124008582962143,0.379062283177539,0.124008582962143,0.38015479429089,0.591203334113703,0.380428305363397,0.599666442198056,1.01267473464879,0.524139718734962,0.271898247209826,0.634863375135239,7.19117314763419
0.115415314011875,0.115415314011875,0.115415314011875,0.386058495347786,0.115415314011875,0.377473456633232,0.368010208502313,0.350231503596884,0.556220286751577,0.838185333442906,0.443710871237255,0.30192446282443,0.601786772237139,7.08871259241647
0.128701302785901,0.128701302785901,0.128701302785901,0.327945862524327,0.128701302785901,0.320589749645682,0.443276896499504,0.327056328233601,0.440110488488256,0.766969766864944,0.460869916507574,0.383139434011806,0.512805316982384,6.46169892429406
0.139274272730713,0.139274272730713,0.139274272730713,0.417397467471795,0.139274272730713,0.40630517354699,0.666635242110129,0.334405301569899,0.343136736451663,0.722071002765776,0.526602746939431,0.279349843632924,0.461891180541348,5.68620655012074
0.159504797672581,0.159504797672581,0.159504797672581,0.377090944996012,0.159504797672581,0.39345555470436,0.917052679072556,0.312973726278359,0.286494166937742,0.751346631690491,0.638955029262624,0.226040700664063,0.458007818692614,7.01302653157831
0.122094364852218,0.122094364852218,0.122094364852218,0.382486691191782,0.122094364852218,0.397878467922176,0.890701351434146,0.320252707731732,0.253104166252283,0.734143124372967,0.502226648392908,0.215663215583047,0.37349622263072,7.88890196741653
0.086638451669433,0.086638451669433,0.086638451669433,0.373825970035389,0.086638451669433,0.404434676028072,0.811941197034368,0.24819466413506,0.323246163883377,0.644273123403604,0.252447593079318,0.205259406261134,0.522362823682087,8.01904826637341
0.146613373324685,0.146613373324685,0.146613373324685,0.328961929253249,0.146613373324685,0.363062314517921,0.826784977781048,0.253755985570796,0.4584830469304,0.526472294998308,0.335228993931306,0.223921884313224,0.548552552629466,7.17163752088847
0.184384658200727,0.184384658200727,0.184384658200727,0.415691884504476,0.184384658200727,0.405045717903963,1.09074515457928,0.293712545104795,0.389192803822967,0.823825647046958,0.537120471780586,0.472074815827945,0.401886855101361,8.55083360484623
0.193727269048515,0.193727269048515,0.193727269048515,0.523773909604948,0.193727269048515,0.521513863995893,1.15119648431002,0.301904904734372,0.549263806128654,0.867738244934767,0.440612022979343,0.37351261362731,0.398369078086864,9.22577824675517
0.194700848606839,0.194700848606839,0.194700848606839,0.554559307997357,0.194700848606839,0.555178106256467,1.09072377523072,0.340550282052863,0.596656763272015,0.83066222640152,0.453844092109718,0.32688356720871,0.386164280883419,7.41345956810222
