"u_star2_x","u_star2_y","F_H_kin","F_H_en","F_H_kin_v_0","F_LE_kin","F_LE_en","F_CH4_kin","F_CH4_mass"
0.282310406678576,0.115895639543303,-0.0759841233195549,-0.0759841233195549,-0.0336349961847359,0.226793762554707,0.226793762554707,0.280723029058493,0.280723029058493
0.350747384265767,0.285134893817403,-0.191876802105807,-0.191876802105807,-0.147587787729532,0.15753208455955,0.15753208455955,0.312477507638746,0.312477507638746
0.182855463342584,0.0487433290354993,-0.00162231230482282,-0.00162231230482282,0.0303337133928637,0.188259014620959,0.188259014620959,0.156360219169975,0.156360219169975
0.203419746283509,0.219485435328096,-0.0636439559962999,-0.0636439559962999,-0.033558647592815,0.15195275975727,0.15195275975727,0.0636799384103459,0.0636799384103459
0.165773489095342,0.258612958623972,-0.0133250791459233,-0.0133250791459233,0.0233909344943168,0.29402687550521,0.29402687550521,0.138720907401814,0.138720907401814
-0.00770633552217198,0.00422554890299872,0.259828006324881,0.259828006324881,0.308589704750702,0.296213166152851,0.296213166152851,0.133417325012597,0.133417325012597
-0.0756014314827955,-0.0557955445759661,0.250499317713509,0.250499317713509,0.275192987472873,0.207700354942524,0.207700354942524,0.123524455354752,0.123524455354752
-0.180597970266869,0.0145829561579381,0.224262548660099,0.224262548660099,0.2438978083903,0.367365490238636,0.367365490238636,0.0852139636181267,0.0852139636181267
-0.117542852628304,0.0472141807920639,0.111106308292287,0.111106308292287,0.128629868666152,0.304737935148205,0.304737935148205,0.144475252275343,0.144475252275343
-0.225359331288978,0.0490985256511853,0.169524750547115,0.169524750547115,0.201563491413405,0.377095110267813,0.377095110267813,0.132387495780741,0.132387495780741
-0.311372045244811,0.0200554725103356,0.2275075644645,0.2275075644645,0.254220909459525,0.371398056566498,0.371398056566498,0.045955599024887,0.045955599024887
-0.260838124099978,0.0546964608537651,0.306800696282304,0.306800696282304,0.316689575940021,0.258079847780852,0.258079847780852,0.0195005484871648,0.0195005484871648
-0.231260310697496,0.0323572382719761,0.255189700127387,0.255189700127387,0.263034272215306,0.209087631489788,0.209087631489788,0.00338309463415177,0.00338309463415177
-0.0550745628670527,-0.0842415203156277,0.233633577405385,0.233633577405385,0.252805543492957,0.334573871738772,0.334573871738772,0.119434513530512,0.119434513530512
-0.0438168975631704,-0.0242836324493391,0.21584213035581,0.21584213035581,0.240054857694764,0.364504044492695,0.364504044492695,0.0712068187256076,0.0712068187256076
-0.10016734029077,0.250088260420314,0.290159777923796,0.290159777923796,0.323372218618228,0.438693885736069,0.438693885736069,-0.0256337329774397,-0.0256337329774397
-0.0791975328953037,0.340371365874468,0.362336142938486,0.362336142938486,0.394659603399735,0.457043184182974,0.457043184182974,-0.015300449869688,-0.015300449869688
-0.064349251133973,0.298817269309403,0.351869102390086,0.351869102390086,0.362753170538059,0.408309006024789,0.408309006024789,-0.001832918242041,-0.001832918242041
