"u_star2_x","u_star2_y","u_star","F_H_en","F_LE_en","F_CH4_mass"
-15.6186032701747,-16.9889761165359,-8.31060443089629,-23.39612715418,-31.3688486541948,10.6547532549496
-18.1404165581182,-14.9916478398738,-8.89848697923957,-29.4199132731515,-31.930894702048,10.2296305610867
-21.8027722211828,-14.4046764619006,-9.5623130602836,-34.841748986948,-31.7962395759885,12.2855211438319
-30.6755099935885,-13.6288363564691,-9.88893502917684,-43.3797788242438,-30.2460377768796,15.3170483099842
-48.1216919367143,-17.0385776340215,-12.260567769537,-88.5320608557488,-30.0266938654169,11.099265959264
-84.6276813270692,-25.4752998178431,-17.4815974385761,-6780.72281363475,-31.2630541715046,9.98317320795203
-196.72494240975,-29.9536781064539,-15.3695258402599,434.916934343444,-32.016883700348,10.8890949341612
141.240531992745,-38.974560298568,4.16334966367891,178.730559957806,-30.295918532157,8.31235126810765
80.5568659475337,-37.623546108328,7.71288577998098,106.183599478137,-31.2392419621933,8.4015523935909
53.0540048985475,-42.3391951630355,11.2615614183222,82.0780202566188,-31.591003684593,8.56485437749516
41.96086823957,-105.063115046025,17.2516872216585,67.5927180002698,-32.4531654282551,10.6078394510377
47.6735663469137,-367.901261922494,21.9864071090793,55.740721217235,-33.2066261494184,10.3330750027714
59.5899097753696,-15503.1471645497,28.0187174979272,58.2859612375654,-34.9356532535804,12.6976706628814
-5889.06698829136,-713.948983826619,255.985715406454,57.7119414018638,-39.1292720308578,7.74536011779962
-298.436890876038,-52.1371384277701,-15.207704169343,65.2268406369578,-44.4040781784062,6.30741410784153
-360.058017009056,-23.9801583009959,-9.89090131428615,70.9463073062115,-40.3875062076648,20.8984397226604
-625.572808924381,-15.3404439925536,-6.36105807492838,87.2994144471999,-40.8354474660355,9.21852763150329
-147.762784653753,-9.5526958711162,-5.15145357402241,95.4866827226064,-51.9544438103536,-99.8899119911529
-88.8853626887496,-7.58856243092852,-4.53386248803179,79.2995006287766,-48.7865687172683,-0.914634038817276
-104.521684087746,-5.25529466680005,-2.93968482999042,70.7986122531881,-49.2052066576787,0.852722793502822
-276.537386813147,-4.50116008938838,-2.19771316231841,65.917877759721,-50.2936955705879,2.63307309016732
-105.307327872387,-4.14971300661611,-2.3249193827546,66.0851467897129,-51.9643653909485,-13.6830337497515
-126.464419634955,-4.02352333467258,-2.18976248811981,80.2241454763235,-51.7825324162822,-11.1572662277808
-57.1805550603413,-3.39805876206789,-2.30146071260498,130.754651222634,-45.2751181899547,14.1420468162354
-32.9404291309782,-2.81226157406293,-2.32157613778602,163.765185772701,-50.5420133083182,12.6373924653158
-23.6581459752243,-2.40666482339666,-2.28245438737207,153.037821670977,-51.3279799342584,11.21613771859
-15.6935963246903,-1.98464804471957,-2.32075168737755,111.739405765715,-44.028888056845,16.877367875972
-12.8741072890991,-1.77106324119939,-2.31337807729847,138.541543597433,-50.3277649865058,-14.2324406114112
-8.30584126075168,-1.37264156674715,-2.06331456683825,167.580870551899,-81.6465501662678,-3.69800620506837
-6.89858441914253,-1.21047720804447,-1.92047013841764,128.651833672578,-78.5794563540018,-2.88539253186389
-6.20470984628004,-0.95672380831074,-1.60782211264401,209.302016570346,-107.797919267735,-3.92366110645417
-6.02950999992588,-0.9950872204148,-1.67356026175251,202.5133264436,-97.9248185621218,-3.90070020698458
-6.07176846376226,-1.24782457785677,-1.98407255762311,237.665651468726,-103.012479582103,-3.52803518325309
-5.78413145683674,-1.82821571092229,-2.34129725305406,268.927132895265,-68.7530582593547,-3.25934467010206
-5.78869992224992,-3.35278584725726,-2.75858711087523,343.279912443305,-49.9894097397084,-2.78122987490199
-5.91650435104358,-8.82462060220879,-3.0481657723352,662.960637193599,-43.5990543698183,-2.61263769277885
-6.33365151437304,70.9755573779394,-3.17892336863894,525.359359280897,-28.673018828829,-2.69009373741373
-7.81199753521117,7.18813951508035,-2.94680917361506,1226.10314164291,-17.1515942886707,-3.586107342035
-8.54949560414015,5.64097914168043,-2.39845878697753,-843.435560534748,-10.9573976165162,-5.77649729959342
-8.90757624938044,6.34728020430204,-2.38428214434775,-667.26594520391,-8.10718351538297,-7.07781562514067
-10.6022076729013,12.4318927599298,-3.59693203482895,-412.443026815933,-5.34228580199165,-5.55202867317042
-11.7403077252398,34.5810672900237,-5.20299761204401,-7980.99372554935,-3.609039650822,-7.06721795236934
-12.9025199583113,88.9119093085521,-6.20749885921843,1336.89823913595,-2.76607057527609,-7.55560269498918
-16.331488352975,-84.1568391770075,-8.7674931672324,649.669186275602,-1.54764864345141,-8.21353546702651
-19.1413639404183,-41.481827772366,-10.7544744861807,1336.05795362229,-0.59452589176103,-10.4559420079003
-24.4336469390872,-21.3775333082235,-12.5198474154866,-1735.70630932287,1.07069446665458,-19.6722893852097
-27.6606868084285,-15.3289743874454,-10.9566255698333,-381.183210005314,2.86486642897556,-25.8913831754748
-31.0320705756686,-13.3606201473446,-9.78834196666472,-230.150904914231,5.68707748034284,-41.8709892395738
-34.836281222173,-12.7796814426811,-9.28527516699414,-157.410892207729,9.56032563861534,-43.3041490021055
-45.8610784232363,-13.5916460530603,-9.58552081912646,-141.257363410704,16.1344292088394,-49.5260013744403
-62.9536810411424,-16.5348172651056,-11.2441118040628,-234.311552615595,17.2337267839273,-140.554040932308
-60.7572027727621,-16.4048220077657,-11.1717384607681,-245.433831974786,29.4799840301556,-83.4958453430454
-42.6349721874469,-15.9645914064913,-11.3177883174052,-311.211521242626,33.4838110264828,-107.696037197424
-35.0287296463468,-13.5874222418252,-9.58656003247702,-2361.64416974495,19.6866629926335,-45.6884325307598
-35.4752019011514,-11.7972143757856,-8.1855326811859,1688.591302399,16.0494203162149,-91.9560202400749
-41.3168763080601,-11.2724981166298,-7.59983192509852,644.62845724449,12.7459212947693,-92.3451907903418
-51.6575395916172,-10.6546110801799,-6.82061537119752,261.789226640607,10.8773433190053,-140.992750112622
-79.3222867775001,-9.39741407070448,-5.42643868217415,106.40911195584,8.02486213485975,-66.9819867873987
-110.614098820505,-8.52587809823772,-4.62811312345965,62.3059501817077,6.40002640315375,-43.3233957490361
-139.082418406088,-7.96293858848876,-4.18640043393432,43.6388072786762,5.31173391060422,-56.9244052833487
-175.303600372587,-7.83341101335839,-4.02650577346146,40.343949832452,4.36534783213714,-100.870161687381
-1903.35049917043,-7.54628119613845,-3.58235330115784,41.047475625443,3.94249369103813,-183.62028881895
258.992387711346,-7.53661285583412,-3.32117990824892,40.2932379518344,3.68140507120959,-369.474980050923
122.49686074642,-7.4770999608903,-3.04667459452162,33.3963962504995,2.97743992206492,-189.168836422984
127.430152287096,-7.25799820388891,-3.00611825338897,25.2709789307193,2.1091236591059,-99.6785591122617
112.811120801518,-7.08832069979986,-2.9022698214876,20.1017346694341,1.56245338549141,-82.5515058196868
101.114650768705,-6.9221749714341,-2.80403501462813,13.2462334110574,0.540793211262781,-60.1403566305618
72.0969940856934,-6.82715194363754,-2.58148354299286,11.7837910833194,-0.274731955958286,-96.3090419602592
51.1738738622052,-6.46318795778974,-2.23847295577187,9.34335913042546,-1.27350863178499,-80.9444063551283
43.3620760591478,-6.16491099955867,-2.03735543481523,7.64819397094463,-1.93961190503066,-76.6040382970872
38.2694198136203,-6.0023243564587,-1.8882237544157,6.28978391496478,-2.58363979173198,-66.0571214987301
30.7079122428815,-5.76612672153731,-1.61056380394435,4.34566586209777,-3.27063505751847,-51.9495984587831
27.9169508618736,-5.59501482008257,-1.47015549869424,3.40215302187478,-3.57609404947535,-73.0912334434855
25.6716227590701,-5.32449992870617,-1.33573210720669,2.66242190779724,-3.83726158065452,-81.0262031756528
24.2666621659676,-5.20927136516126,-1.25165598467742,2.37664104303628,-4.01749637346893,-69.5322031102646
22.2298343566824,-4.95975843480271,-1.10717071917623,1.82171538859731,-4.31253248062998,-50.3534241533656
19.9306928470582,-4.65884354018808,-0.890203597573045,1.1178620951738,-4.78939926198879,-48.1907824800902
22.5538277331548,-4.58691830572207,-0.964565650792079,0.672680219902445,-5.27446855137073,-41.7371201997235
27.138580653743,-4.44648269599324,-1.05013303522229,0.155011554297357,-6.22783976294829,-36.5312427458833
27.1539703918685,-4.19481854873041,-0.844430798567946,-0.429838578387533,-7.33825298246672,-39.0375291332493
32.7280939644579,-3.60536340604196,-0.833803609949952,-0.885295227777478,-7.14134618439497,-35.9451179842943
33.0051851395272,-3.09367240720167,-0.630588565403146,-1.20256256673658,-7.37006460309404,-36.4500749731601
29.877760593958,-2.09959386904908,-0.177852770594275,-1.68327359404098,-8.22799702045581,-36.2332943506693
24.9271043620447,-0.872954581346923,0.476258559040952,-1.90842280438981,-9.20489673486998,-29.8776347651067
58.1524970731345,0.212612146434781,0.608950927728984,-1.84477398939826,-9.26845388025755,-33.8070052844907
-42.7882435534317,1.67364719579771,0.381140497835648,-1.80990083984642,-8.89442121162632,-40.054552114676
-13.456679527642,4.19363063429875,0.382926422952036,-1.57362193628661,-8.52377066515062,-40.3223988363908
-9.22124485418708,7.15615122649325,0.427662014624898,-1.35118827005943,-7.90718361206248,-36.406316991841
-7.03978466988132,12.0165747396857,0.383466921486925,-1.17106333138792,-7.57816200211239,-33.8992934343038
-6.43841088898199,30.7299321228683,0.351957950356436,-0.806821036526511,-7.97844548296691,-33.4037415167829
-6.67135073005417,58.7142089061692,0.607368847109374,-0.59893832284428,-8.25042790876039,-44.3027360337882
-6.47949514539273,81.9545659765109,0.280317129725227,-0.530274197651842,-8.28503811995848,-46.5694667401062
-4.85827278321126,-428.417322563252,-1.95612930779915,-0.345977072908899,-8.55705216240569,-73.2583065700694
-3.94938055476438,-102.9098113824,-2.76343586900909,-0.169424817539773,-9.12242316264134,-94.8667944346859
-3.286512804628,-208.042405824205,-1.6066253172725,0.0931170802495615,-10.5347140248246,-104.650123742486
-4.45499026914325,-178.630969644966,-2.44825650734461,0.278177575521897,-12.6109310182816,-171.508761758327
